,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
172,172,40.8,2023-12-06 11:32:32.658289,2023-12-06 11:32:33.309081,0 days 00:00:00.650792,0.6,0.0,4.0,20,weighted choice,COMPLETE
173,173,39.6,2023-12-06 11:32:33.309272,2023-12-06 11:32:33.839570,0 days 00:00:00.530298,0.5,0.01,4.0,10,weighted choice,COMPLETE
174,174,37.6,2023-12-06 11:32:33.839772,2023-12-06 11:32:34.387373,0 days 00:00:00.547601,0.5,0.33,2.0,20,weighted choice,COMPLETE
175,175,43.6,2023-12-06 11:32:34.387579,2023-12-06 11:32:35.016826,0 days 00:00:00.629247,0.5,0.0,1.0,100,roulette wheel,COMPLETE
176,176,36.8,2023-12-06 11:32:35.017034,2023-12-06 11:33:07.230445,0 days 00:00:32.213411,0.0,0.33,,100,roulette wheel,COMPLETE
177,177,37.2,2023-12-06 11:33:07.230677,2023-12-06 11:33:10.244241,0 days 00:00:03.013564,0.5,0.1,0.0,10,roulette wheel,COMPLETE
178,178,40.0,2023-12-06 11:33:10.244457,2023-12-06 11:33:10.890357,0 days 00:00:00.645900,0.8,0.0,2.0,10,weighted choice,COMPLETE
179,179,38.8,2023-12-06 11:33:10.890575,2023-12-06 11:33:11.352878,0 days 00:00:00.462303,0.8,0.01,2.0,10,weighted choice,COMPLETE
180,180,37.6,2023-12-06 11:33:11.353080,2023-12-06 11:33:11.818781,0 days 00:00:00.465701,0.95,0.33,4.0,20,roulette wheel,COMPLETE
181,181,37.2,2023-12-06 11:33:11.818988,2023-12-06 11:33:37.341578,0 days 00:00:25.522590,0.8,0.1,0.0,100,random selection,COMPLETE
182,182,39.6,2023-12-06 11:33:37.341788,2023-12-06 11:33:37.975441,0 days 00:00:00.633653,0.95,0.0,1.0,10,weighted choice,COMPLETE
183,183,38.8,2023-12-06 11:33:37.975641,2023-12-06 11:33:38.569381,0 days 00:00:00.593740,0.8,0.5,4.0,10,weighted choice,COMPLETE
184,184,37.6,2023-12-06 11:33:38.569584,2023-12-06 11:33:39.083301,0 days 00:00:00.513717,0.95,0.33,4.0,50,weighted choice,COMPLETE
185,185,37.6,2023-12-06 11:33:39.083507,2023-12-06 11:34:20.852000,0 days 00:00:41.768493,0.8,0.33,0.0,100,weighted choice,COMPLETE
186,186,38.0,2023-12-06 11:34:20.852314,2023-12-06 11:34:21.374984,0 days 00:00:00.522670,0.95,0.33,1.0,100,weighted choice,COMPLETE
187,187,38.4,2023-12-06 11:34:21.375203,2023-12-06 11:34:42.633985,0 days 00:00:21.258782,0.0,0.5,,50,roulette wheel,COMPLETE
188,188,37.6,2023-12-06 11:34:42.634300,2023-12-06 11:34:56.684223,0 days 00:00:14.049923,0.5,0.0,0.0,20,roulette wheel,COMPLETE
189,189,40.8,2023-12-06 11:34:56.684414,2023-12-06 11:34:57.025899,0 days 00:00:00.341485,0.95,0.01,4.0,20,roulette wheel,COMPLETE
190,190,38.4,2023-12-06 11:34:57.026099,2023-12-06 11:34:57.382484,0 days 00:00:00.356385,0.95,0.1,4.0,10,roulette wheel,COMPLETE
191,191,42.0,2023-12-06 11:34:57.382678,2023-12-06 11:34:57.762129,0 days 00:00:00.379451,0.8,0.0,4.0,50,roulette wheel,COMPLETE
192,192,41.2,2023-12-06 11:34:57.762338,2023-12-06 11:34:58.164484,0 days 00:00:00.402146,0.8,0.01,4.0,20,weighted choice,COMPLETE
193,193,37.6,2023-12-06 11:34:58.164695,2023-12-06 11:35:06.267056,0 days 00:00:08.102361,0.0,0.33,,20,weighted choice,COMPLETE
194,194,36.8,2023-12-06 11:35:06.267259,2023-12-06 11:35:55.184259,0 days 00:00:48.917000,0.8,0.5,0.0,100,weighted choice,COMPLETE
195,195,36.4,2023-12-06 11:35:55.184602,2023-12-06 11:35:55.678178,0 days 00:00:00.493576,0.8,0.0,4.0,10,random selection,COMPLETE
196,196,37.6,2023-12-06 11:35:55.678368,2023-12-06 11:35:58.568673,0 days 00:00:02.890305,0.95,0.01,0.0,10,roulette wheel,COMPLETE
197,197,38.0,2023-12-06 11:35:58.568864,2023-12-06 11:36:19.795524,0 days 00:00:21.226660,0.0,0.5,,50,random selection,COMPLETE
198,198,37.6,2023-12-06 11:36:19.795828,2023-12-06 11:36:20.399414,0 days 00:00:00.603586,0.5,0.5,2.0,10,roulette wheel,COMPLETE
199,199,36.8,2023-12-06 11:36:20.399607,2023-12-06 11:36:54.603766,0 days 00:00:34.204159,0.6,0.0,0.0,50,roulette wheel,COMPLETE
200,200,40.8,2023-12-06 11:36:54.603956,2023-12-06 11:36:54.975748,0 days 00:00:00.371792,0.6,0.01,2.0,100,roulette wheel,COMPLETE
201,201,37.2,2023-12-06 11:36:54.975945,2023-12-06 11:36:55.340607,0 days 00:00:00.364662,0.8,0.1,1.0,20,weighted choice,COMPLETE
202,202,38.0,2023-12-06 11:36:55.340823,2023-12-06 11:37:23.278642,0 days 00:00:27.937819,0.0,0.1,,100,weighted choice,COMPLETE
203,203,37.6,2023-12-06 11:37:23.278952,2023-12-06 11:37:23.797865,0 days 00:00:00.518913,0.6,0.33,1.0,10,weighted choice,COMPLETE
204,204,38.0,2023-12-06 11:37:23.798066,2023-12-06 11:37:29.651969,0 days 00:00:05.853903,0.0,0.1,,20,weighted choice,COMPLETE
205,205,40.4,2023-12-06 11:37:29.652164,2023-12-06 11:37:30.027749,0 days 00:00:00.375585,0.8,0.01,1.0,20,roulette wheel,COMPLETE
206,206,37.6,2023-12-06 11:37:30.027962,2023-12-06 11:37:30.574378,0 days 00:00:00.546416,0.8,0.5,2.0,50,roulette wheel,COMPLETE
207,207,37.6,2023-12-06 11:37:30.574587,2023-12-06 11:37:30.952991,0 days 00:00:00.378404,0.5,0.1,4.0,50,roulette wheel,COMPLETE
208,208,37.2,2023-12-06 11:37:30.953191,2023-12-06 11:37:53.347103,0 days 00:00:22.393912,0.95,0.33,0.0,50,weighted choice,COMPLETE
209,209,44.0,2023-12-06 11:37:53.347322,2023-12-06 11:37:53.671607,0 days 00:00:00.324285,0.6,0.0,4.0,100,roulette wheel,COMPLETE
210,210,38.0,2023-12-06 11:37:53.671795,2023-12-06 11:37:54.126837,0 days 00:00:00.455042,0.95,0.33,2.0,100,roulette wheel,COMPLETE
211,211,35.6,2023-12-06 11:37:54.127030,2023-12-06 11:37:54.411468,0 days 00:00:00.284438,0.95,0.0,4.0,50,random selection,COMPLETE
212,212,37.2,2023-12-06 11:37:54.411670,2023-12-06 11:37:54.916052,0 days 00:00:00.504382,0.5,0.33,2.0,10,roulette wheel,COMPLETE
213,213,37.6,2023-12-06 11:37:54.916252,2023-12-06 11:37:59.903123,0 days 00:00:04.986871,0.0,0.01,,20,weighted choice,COMPLETE
214,214,36.8,2023-12-06 11:37:59.903322,2023-12-06 11:38:00.497690,0 days 00:00:00.594368,0.6,0.5,4.0,50,roulette wheel,COMPLETE
215,215,37.6,2023-12-06 11:38:00.497891,2023-12-06 11:38:01.040390,0 days 00:00:00.542499,0.95,0.5,2.0,50,roulette wheel,COMPLETE
216,216,36.8,2023-12-06 11:38:01.040599,2023-12-06 11:38:04.046122,0 days 00:00:03.005523,0.0,0.1,,10,weighted choice,COMPLETE
217,217,38.4,2023-12-06 11:38:04.046316,2023-12-06 11:38:04.646775,0 days 00:00:00.600459,0.95,0.5,4.0,10,weighted choice,COMPLETE
218,218,38.0,2023-12-06 11:38:04.646969,2023-12-06 11:38:05.291597,0 days 00:00:00.644628,0.6,0.5,1.0,100,weighted choice,COMPLETE
219,219,38.4,2023-12-06 11:38:05.291796,2023-12-06 11:38:05.624534,0 days 00:00:00.332738,0.95,0.1,1.0,50,random selection,COMPLETE
220,220,37.6,2023-12-06 11:38:05.624737,2023-12-06 11:38:06.021145,0 days 00:00:00.396408,0.95,0.1,4.0,10,weighted choice,COMPLETE
221,221,36.4,2023-12-06 11:38:06.021361,2023-12-06 11:39:13.206174,0 days 00:01:07.184813,0.95,0.0,0.0,100,roulette wheel,COMPLETE
222,222,38.4,2023-12-06 11:39:13.206372,2023-12-06 11:39:13.813313,0 days 00:00:00.606941,0.95,0.5,1.0,100,weighted choice,COMPLETE
223,223,37.6,2023-12-06 11:39:13.813519,2023-12-06 11:39:24.228655,0 days 00:00:10.415136,0.0,0.01,,50,roulette wheel,COMPLETE
224,224,37.2,2023-12-06 11:39:24.228859,2023-12-06 11:39:24.780724,0 days 00:00:00.551865,0.95,0.5,2.0,20,roulette wheel,COMPLETE
225,225,41.6,2023-12-06 11:39:24.780936,2023-12-06 11:39:25.262356,0 days 00:00:00.481420,0.5,0.01,1.0,50,weighted choice,COMPLETE
226,226,38.4,2023-12-06 11:39:25.262568,2023-12-06 11:39:25.798675,0 days 00:00:00.536107,0.95,0.5,2.0,100,random selection,COMPLETE
227,227,40.4,2023-12-06 11:39:25.798875,2023-12-06 11:39:26.281363,0 days 00:00:00.482488,0.95,0.0,1.0,20,roulette wheel,COMPLETE
228,228,37.6,2023-12-06 11:39:26.281580,2023-12-06 11:39:46.020785,0 days 00:00:19.739205,0.0,0.33,,50,weighted choice,COMPLETE
229,229,38.4,2023-12-06 11:39:46.020985,2023-12-06 11:40:09.030069,0 days 00:00:23.009084,0.5,0.5,0.0,50,roulette wheel,COMPLETE
230,230,38.0,2023-12-06 11:40:09.030290,2023-12-06 11:40:09.581022,0 days 00:00:00.550732,0.8,0.5,2.0,10,roulette wheel,COMPLETE
231,231,38.0,2023-12-06 11:40:09.581228,2023-12-06 11:40:09.954013,0 days 00:00:00.372785,0.5,0.1,2.0,100,roulette wheel,COMPLETE
232,232,41.6,2023-12-06 11:40:09.954216,2023-12-06 11:40:10.266946,0 days 00:00:00.312730,0.95,0.01,2.0,50,roulette wheel,COMPLETE
233,233,37.2,2023-12-06 11:40:10.267143,2023-12-06 11:40:30.016850,0 days 00:00:19.749707,0.0,0.33,,50,weighted choice,COMPLETE
234,234,37.2,2023-12-06 11:40:30.017057,2023-12-06 11:40:47.545547,0 days 00:00:17.528490,0.0,0.33,,50,roulette wheel,COMPLETE
235,235,36.8,2023-12-06 11:40:47.545876,2023-12-06 11:40:48.052096,0 days 00:00:00.506220,0.5,0.33,2.0,20,roulette wheel,COMPLETE
236,236,36.4,2023-12-06 11:40:48.052312,2023-12-06 11:41:14.813234,0 days 00:00:26.760922,0.8,0.1,0.0,100,roulette wheel,COMPLETE
237,237,38.0,2023-12-06 11:41:14.813483,2023-12-06 11:41:15.144369,0 days 00:00:00.330886,0.8,0.01,1.0,50,random selection,COMPLETE
238,238,37.6,2023-12-06 11:41:15.144571,2023-12-06 11:41:19.745489,0 days 00:00:04.600918,0.8,0.33,0.0,10,weighted choice,COMPLETE
239,239,37.2,2023-12-06 11:41:19.745714,2023-12-06 11:41:24.054986,0 days 00:00:04.309272,0.0,0.01,,20,roulette wheel,COMPLETE
240,240,38.0,2023-12-06 11:41:24.055198,2023-12-06 11:41:26.831997,0 days 00:00:02.776799,0.8,0.01,0.0,10,roulette wheel,COMPLETE
241,241,39.2,2023-12-06 11:41:26.832220,2023-12-06 11:41:27.210617,0 days 00:00:00.378397,0.5,0.1,4.0,100,roulette wheel,COMPLETE
242,242,37.2,2023-12-06 11:41:27.210816,2023-12-06 11:41:27.675554,0 days 00:00:00.464738,0.95,0.33,4.0,20,random selection,COMPLETE
243,243,37.2,2023-12-06 11:41:27.675768,2023-12-06 11:41:33.629730,0 days 00:00:05.953962,0.0,0.0,,10,roulette wheel,COMPLETE
244,244,37.6,2023-12-06 11:41:33.629924,2023-12-06 11:41:34.110516,0 days 00:00:00.480592,0.6,0.33,1.0,10,random selection,COMPLETE
245,245,38.0,2023-12-06 11:41:34.110726,2023-12-06 11:41:40.530997,0 days 00:00:06.420271,0.5,0.1,0.0,20,weighted choice,COMPLETE
246,246,43.2,2023-12-06 11:41:40.531200,2023-12-06 11:41:41.030423,0 days 00:00:00.499223,0.8,0.0,1.0,100,weighted choice,COMPLETE
247,247,37.6,2023-12-06 11:41:41.030632,2023-12-06 11:42:02.330846,0 days 00:00:21.300214,0.0,0.5,,50,roulette wheel,COMPLETE
248,248,36.4,2023-12-06 11:42:02.331057,2023-12-06 11:42:04.932486,0 days 00:00:02.601429,0.5,0.01,0.0,10,roulette wheel,COMPLETE
249,249,37.2,2023-12-06 11:42:04.932688,2023-12-06 11:58:58.845896,0 days 00:16:53.913208,0.8,0.0,0.0,100,random selection,COMPLETE
250,250,42.0,2023-12-06 11:58:58.846094,2023-12-06 11:58:59.243203,0 days 00:00:00.397109,0.8,0.0,2.0,50,roulette wheel,COMPLETE
251,251,38.4,2023-12-06 11:58:59.243397,2023-12-06 12:31:03.707516,0 days 00:32:04.464119,0.5,0.5,0.0,100,weighted choice,COMPLETE
252,252,37.6,2023-12-06 12:31:03.707746,2023-12-06 12:31:04.187140,0 days 00:00:00.479394,0.6,0.33,2.0,10,random selection,COMPLETE
253,253,36.8,2023-12-06 12:31:04.187354,2023-12-06 12:31:06.859687,0 days 00:00:02.672333,0.0,0.1,,10,roulette wheel,COMPLETE
254,254,38.0,2023-12-06 12:31:06.859897,2023-12-06 12:34:40.988518,0 days 00:03:34.128621,0.0,0.5,,100,roulette wheel,COMPLETE
255,255,37.2,2023-12-06 12:34:40.988903,2023-12-06 12:36:26.660975,0 days 00:01:45.672072,0.0,0.33,,100,weighted choice,COMPLETE
256,256,38.0,2023-12-06 12:36:26.661314,2023-12-06 12:36:27.023102,0 days 00:00:00.361788,0.95,0.1,4.0,100,roulette wheel,COMPLETE
257,257,37.2,2023-12-06 12:36:27.023315,2023-12-06 12:36:36.712773,0 days 00:00:09.689458,0.0,0.5,,20,weighted choice,COMPLETE
258,258,41.2,2023-12-06 12:36:36.712964,2023-12-06 12:36:37.057878,0 days 00:00:00.344914,0.8,0.01,1.0,50,roulette wheel,COMPLETE
259,259,40.8,2023-12-06 12:36:37.058078,2023-12-06 12:36:37.916582,0 days 00:00:00.858504,0.5,0.0,2.0,20,weighted choice,COMPLETE
260,260,44.0,2023-12-06 12:36:37.916798,2023-12-06 12:36:38.356405,0 days 00:00:00.439607,0.95,0.0,1.0,50,roulette wheel,COMPLETE
261,261,41.2,2023-12-06 12:36:38.356619,2023-12-06 12:36:38.676164,0 days 00:00:00.319545,0.8,0.01,1.0,100,roulette wheel,COMPLETE
262,262,39.2,2023-12-06 12:36:38.676362,2023-12-06 12:36:39.115618,0 days 00:00:00.439256,0.5,0.1,2.0,100,weighted choice,COMPLETE
263,263,40.0,2023-12-06 12:36:39.115829,2023-12-06 12:36:39.766184,0 days 00:00:00.650355,0.95,0.0,1.0,10,weighted choice,COMPLETE
264,264,40.4,2023-12-06 12:36:39.766389,2023-12-06 12:36:40.137449,0 days 00:00:00.371060,0.95,0.01,4.0,20,weighted choice,COMPLETE
265,265,37.2,2023-12-06 12:36:40.137652,2023-12-06 12:36:40.679820,0 days 00:00:00.542168,0.8,0.5,4.0,100,random selection,COMPLETE
266,266,36.4,2023-12-06 12:36:40.680029,2023-12-06 12:36:41.079773,0 days 00:00:00.399744,0.95,0.01,1.0,10,random selection,COMPLETE
267,267,37.6,2023-12-06 12:36:41.079990,2023-12-06 12:41:34.412381,0 days 00:04:53.332391,0.8,0.01,0.0,100,roulette wheel,COMPLETE
268,268,38.0,2023-12-06 12:41:34.412721,2023-12-06 12:41:35.010203,0 days 00:00:00.597482,0.5,0.5,2.0,20,roulette wheel,COMPLETE
269,269,38.0,2023-12-06 12:41:35.010412,2023-12-06 12:41:35.390073,0 days 00:00:00.379661,0.6,0.1,1.0,20,weighted choice,COMPLETE
270,270,38.0,2023-12-06 12:41:35.390270,2023-12-06 13:00:57.577721,0 days 00:19:22.187451,0.95,0.0,0.0,100,roulette wheel,COMPLETE
271,271,38.0,2023-12-06 13:00:57.578077,2023-12-06 13:01:32.378828,0 days 00:00:34.800751,0.6,0.33,0.0,100,roulette wheel,COMPLETE
272,272,37.6,2023-12-06 13:01:32.379047,2023-12-06 13:01:32.880230,0 days 00:00:00.501183,0.5,0.33,1.0,10,roulette wheel,COMPLETE
273,273,38.0,2023-12-06 13:01:32.880445,2023-12-06 13:02:16.310133,0 days 00:00:43.429688,0.95,0.5,0.0,100,roulette wheel,COMPLETE
274,274,38.0,2023-12-06 13:02:16.310469,2023-12-06 13:02:34.957875,0 days 00:00:18.647406,0.5,0.33,0.0,50,random selection,COMPLETE
275,275,40.4,2023-12-06 13:02:34.958284,2023-12-06 13:02:35.759496,0 days 00:00:00.801212,0.6,0.0,1.0,20,weighted choice,COMPLETE
276,276,36.4,2023-12-06 13:02:35.759689,2023-12-06 13:02:36.146123,0 days 00:00:00.386434,0.6,0.01,4.0,20,random selection,COMPLETE
277,277,43.2,2023-12-06 13:02:36.146350,2023-12-06 13:02:36.864701,0 days 00:00:00.718351,0.5,0.0,2.0,100,weighted choice,COMPLETE
278,278,41.2,2023-12-06 13:02:36.864911,2023-12-06 13:02:37.445266,0 days 00:00:00.580355,0.6,0.0,2.0,20,roulette wheel,COMPLETE
279,279,38.8,2023-12-06 13:02:37.445478,2023-12-06 13:02:42.671215,0 days 00:00:05.225737,0.0,0.1,,20,roulette wheel,COMPLETE
280,280,38.0,2023-12-06 13:02:42.671417,2023-12-06 13:02:45.588508,0 days 00:00:02.917091,0.5,0.01,0.0,10,weighted choice,COMPLETE
281,281,38.4,2023-12-06 13:02:45.588711,2023-12-06 13:02:45.966193,0 days 00:00:00.377482,0.6,0.1,4.0,100,roulette wheel,COMPLETE
282,282,44.4,2023-12-06 13:02:45.966424,2023-12-06 13:02:46.328593,0 days 00:00:00.362169,0.95,0.0,1.0,50,roulette wheel,COMPLETE
283,283,38.8,2023-12-06 13:02:46.328812,2023-12-06 13:02:46.677142,0 days 00:00:00.348330,0.6,0.1,1.0,20,roulette wheel,COMPLETE
284,284,37.2,2023-12-06 13:02:46.677351,2023-12-06 13:02:47.042201,0 days 00:00:00.364850,0.6,0.1,4.0,10,roulette wheel,COMPLETE
285,285,37.6,2023-12-06 13:02:47.042410,2023-12-06 13:03:20.612015,0 days 00:00:33.569605,0.6,0.33,0.0,100,random selection,COMPLETE
286,286,41.6,2023-12-06 13:03:20.612248,2023-12-06 13:03:21.099375,0 days 00:00:00.487127,0.95,0.0,1.0,20,roulette wheel,COMPLETE
287,287,38.4,2023-12-06 13:03:21.099585,2023-12-06 13:03:23.671714,0 days 00:00:02.572129,0.5,0.01,0.0,10,roulette wheel,COMPLETE
288,288,38.8,2023-12-06 13:03:23.671921,2023-12-06 13:03:24.256088,0 days 00:00:00.584167,0.95,0.5,2.0,50,weighted choice,COMPLETE
289,289,38.0,2023-12-06 13:03:24.256320,2023-12-06 13:03:24.788729,0 days 00:00:00.532409,0.95,0.5,1.0,10,roulette wheel,COMPLETE
290,290,36.4,2023-12-06 13:03:24.788958,2023-12-06 13:03:46.832710,0 days 00:00:22.043752,0.0,0.1,,100,roulette wheel,COMPLETE
291,291,37.6,2023-12-06 13:03:46.832927,2023-12-06 13:03:47.348824,0 days 00:00:00.515897,0.8,0.33,4.0,50,weighted choice,COMPLETE
292,292,39.2,2023-12-06 13:03:47.349040,2023-12-06 13:04:13.061214,0 days 00:00:25.712174,0.8,0.1,0.0,100,random selection,COMPLETE
293,293,36.4,2023-12-06 13:04:13.061424,2023-12-06 13:04:15.593917,0 days 00:00:02.532493,0.0,0.01,,10,weighted choice,COMPLETE
294,294,42.0,2023-12-06 13:04:15.594129,2023-12-06 13:04:16.201988,0 days 00:00:00.607859,0.8,0.0,1.0,50,weighted choice,COMPLETE
295,295,38.0,2023-12-06 13:04:16.202196,2023-12-06 13:04:16.586093,0 days 00:00:00.383897,0.6,0.1,1.0,10,weighted choice,COMPLETE
296,296,37.6,2023-12-06 13:04:16.586317,2023-12-06 13:04:17.023673,0 days 00:00:00.437356,0.95,0.33,1.0,50,random selection,COMPLETE
297,297,36.8,2023-12-06 13:04:17.023887,2023-12-06 13:04:17.472155,0 days 00:00:00.448268,0.95,0.33,1.0,50,roulette wheel,COMPLETE
298,298,37.2,2023-12-06 13:04:17.472352,2023-12-06 13:04:21.311653,0 days 00:00:03.839301,0.0,0.33,,10,roulette wheel,COMPLETE
299,299,37.6,2023-12-06 13:04:21.311861,2023-12-06 13:04:41.290027,0 days 00:00:19.978166,0.95,0.33,0.0,50,roulette wheel,COMPLETE
300,300,35.6,2023-12-06 13:04:41.290350,2023-12-06 13:04:41.685296,0 days 00:00:00.394946,0.6,0.01,4.0,20,random selection,COMPLETE
301,301,36.8,2023-12-06 13:04:41.685494,2023-12-06 13:04:42.182997,0 days 00:00:00.497503,0.5,0.33,1.0,10,roulette wheel,COMPLETE
302,302,40.4,2023-12-06 13:04:42.183207,2023-12-06 13:04:42.581040,0 days 00:00:00.397833,0.5,0.01,4.0,100,roulette wheel,COMPLETE
303,303,36.8,2023-12-06 13:04:42.581268,2023-12-06 13:04:43.045931,0 days 00:00:00.464663,0.95,0.33,4.0,10,roulette wheel,COMPLETE
304,304,38.8,2023-12-06 13:04:43.046154,2023-12-06 13:04:43.380907,0 days 00:00:00.334753,0.8,0.1,1.0,10,random selection,COMPLETE
305,305,39.2,2023-12-06 13:04:43.381126,2023-12-06 13:04:43.809429,0 days 00:00:00.428303,0.5,0.1,2.0,50,weighted choice,COMPLETE
306,306,38.0,2023-12-06 13:04:43.809650,2023-12-06 13:04:44.306590,0 days 00:00:00.496940,0.5,0.33,1.0,100,roulette wheel,COMPLETE
307,307,38.4,2023-12-06 13:04:44.306821,2023-12-06 13:04:53.977771,0 days 00:00:09.670950,0.0,0.5,,20,weighted choice,COMPLETE
308,308,38.4,2023-12-06 13:04:53.977987,2023-12-06 13:05:16.866627,0 days 00:00:22.888640,0.95,0.01,0.0,100,roulette wheel,COMPLETE
309,309,38.0,2023-12-06 13:05:16.866849,2023-12-06 13:05:27.212715,0 days 00:00:10.345866,0.0,0.01,,50,roulette wheel,COMPLETE
310,310,37.6,2023-12-06 13:05:27.212925,2023-12-06 13:06:33.843564,0 days 00:01:06.630639,0.8,0.0,0.0,100,roulette wheel,COMPLETE
311,311,36.8,2023-12-06 13:06:33.843790,2023-12-06 13:06:59.101404,0 days 00:00:25.257614,0.5,0.1,0.0,100,roulette wheel,COMPLETE
312,312,36.0,2023-12-06 13:06:59.101752,2023-12-06 13:06:59.695240,0 days 00:00:00.593488,0.5,0.5,2.0,50,roulette wheel,COMPLETE
313,313,37.6,2023-12-06 13:06:59.695478,2023-12-06 13:07:43.639439,0 days 00:00:43.943961,0.95,0.5,0.0,100,roulette wheel,COMPLETE
314,314,37.2,2023-12-06 13:07:43.639642,2023-12-06 13:07:44.199672,0 days 00:00:00.560030,0.95,0.5,2.0,100,roulette wheel,COMPLETE
315,315,37.2,2023-12-06 13:07:44.199876,2023-12-06 13:07:44.674775,0 days 00:00:00.474899,0.95,0.33,4.0,20,roulette wheel,COMPLETE
316,316,37.2,2023-12-06 13:07:44.674990,2023-12-06 13:07:45.291645,0 days 00:00:00.616655,0.95,0.5,1.0,100,weighted choice,COMPLETE
317,317,36.4,2023-12-06 13:07:45.291844,2023-12-06 13:07:45.642352,0 days 00:00:00.350508,0.8,0.01,4.0,50,random selection,COMPLETE
318,318,37.2,2023-12-06 13:07:45.642566,2023-12-06 13:08:09.260735,0 days 00:00:23.618169,0.0,0.5,,50,weighted choice,COMPLETE
319,319,40.4,2023-12-06 13:08:09.261011,2023-12-06 13:08:09.799722,0 days 00:00:00.538711,0.8,0.0,1.0,20,roulette wheel,COMPLETE
320,320,38.0,2023-12-06 13:08:09.799936,2023-12-06 13:08:21.639502,0 days 00:00:11.839566,0.6,0.01,0.0,50,random selection,COMPLETE
321,321,37.2,2023-12-06 13:08:21.639727,2023-12-06 13:08:22.033505,0 days 00:00:00.393778,0.5,0.1,1.0,10,roulette wheel,COMPLETE
322,322,37.6,2023-12-06 13:08:22.033709,2023-12-06 13:08:22.413741,0 days 00:00:00.380032,0.6,0.1,4.0,10,roulette wheel,COMPLETE
323,323,37.6,2023-12-06 13:08:22.413939,2023-12-06 13:08:22.805787,0 days 00:00:00.391848,0.5,0.1,4.0,10,roulette wheel,COMPLETE
324,324,39.6,2023-12-06 13:08:22.806009,2023-12-06 13:08:23.549885,0 days 00:00:00.743876,0.6,0.0,2.0,10,weighted choice,COMPLETE
325,325,38.4,2023-12-06 13:08:23.550084,2023-12-06 13:08:51.623428,0 days 00:00:28.073344,0.0,0.1,,100,weighted choice,COMPLETE
326,326,36.8,2023-12-06 13:08:51.623660,2023-12-06 13:08:56.783542,0 days 00:00:05.159882,0.8,0.5,0.0,10,roulette wheel,COMPLETE
327,327,38.0,2023-12-06 13:08:56.783751,2023-12-06 13:09:02.031414,0 days 00:00:05.247663,0.0,0.1,,20,roulette wheel,COMPLETE
328,328,37.2,2023-12-06 13:09:02.031649,2023-12-06 13:09:13.813531,0 days 00:00:11.781882,0.0,0.0,,20,random selection,COMPLETE
329,329,39.2,2023-12-06 13:09:13.813744,2023-12-06 13:09:14.321999,0 days 00:00:00.508255,0.8,0.33,1.0,50,weighted choice,COMPLETE
330,330,39.6,2023-12-06 13:09:14.322216,2023-12-06 13:09:15.076428,0 days 00:00:00.754212,0.6,0.0,1.0,10,weighted choice,COMPLETE
331,331,39.2,2023-12-06 13:09:15.076653,2023-12-06 13:09:15.771561,0 days 00:00:00.694908,0.8,0.0,1.0,10,weighted choice,COMPLETE
332,332,38.8,2023-12-06 13:09:15.771782,2023-12-06 13:09:16.110548,0 days 00:00:00.338766,0.8,0.01,2.0,100,random selection,COMPLETE
333,333,43.6,2023-12-06 13:09:16.110771,2023-12-06 13:09:16.726016,0 days 00:00:00.615245,0.5,0.0,2.0,50,roulette wheel,COMPLETE
334,334,38.4,2023-12-06 13:09:16.726230,2023-12-06 13:09:17.088286,0 days 00:00:00.362056,0.95,0.1,4.0,100,roulette wheel,COMPLETE
335,335,37.2,2023-12-06 13:09:17.088509,2023-12-06 13:09:56.579870,0 days 00:00:39.491361,0.0,0.5,,100,roulette wheel,COMPLETE
336,336,40.4,2023-12-06 13:09:56.580079,2023-12-06 13:09:56.966901,0 days 00:00:00.386822,0.95,0.01,1.0,20,weighted choice,COMPLETE
337,337,37.2,2023-12-06 13:09:56.967110,2023-12-06 13:10:02.092550,0 days 00:00:05.125440,0.6,0.01,0.0,20,roulette wheel,COMPLETE
338,338,37.2,2023-12-06 13:10:02.092760,2023-12-06 13:10:07.074281,0 days 00:00:04.981521,0.5,0.5,0.0,10,random selection,COMPLETE
339,339,40.8,2023-12-06 13:10:07.074518,2023-12-06 13:10:07.511989,0 days 00:00:00.437471,0.5,0.01,4.0,100,roulette wheel,COMPLETE
340,340,37.2,2023-12-06 13:10:07.512201,2023-12-06 13:10:08.137631,0 days 00:00:00.625430,0.6,0.5,2.0,20,weighted choice,COMPLETE
341,341,38.0,2023-12-06 13:10:08.137869,2023-12-06 13:10:08.735593,0 days 00:00:00.597724,0.6,0.5,2.0,10,roulette wheel,COMPLETE
342,342,38.0,2023-12-06 13:10:08.735806,2023-12-06 13:10:19.277924,0 days 00:00:10.542118,0.6,0.5,0.0,20,weighted choice,COMPLETE
343,343,38.8,2023-12-06 13:10:19.278154,2023-12-06 13:10:19.616225,0 days 00:00:00.338071,0.95,0.1,1.0,20,roulette wheel,COMPLETE
344,344,37.2,2023-12-06 13:10:19.616426,2023-12-06 13:10:19.942832,0 days 00:00:00.326406,0.95,0.01,4.0,50,random selection,COMPLETE
345,345,37.2,2023-12-06 13:10:19.943054,2023-12-06 13:10:39.674206,0 days 00:00:19.731152,0.0,0.33,,50,weighted choice,COMPLETE
346,346,43.2,2023-12-06 13:10:39.674414,2023-12-06 13:10:40.078516,0 days 00:00:00.404102,0.8,0.01,1.0,100,weighted choice,COMPLETE
