,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
1900,1900,41.6,2023-12-07 11:55:37.669277,2023-12-07 11:55:37.899329,0 days 00:00:00.230052,0.6,0.0,2.0,250,roulette wheel,COMPLETE
1901,1901,38.8,2023-12-07 11:55:37.899513,2023-12-07 11:55:38.494181,0 days 00:00:00.594668,0.8,0.33,4.0,250,weighted choice,COMPLETE
1902,1902,37.6,2023-12-07 11:55:38.494365,2023-12-07 11:55:39.080700,0 days 00:00:00.586335,0.5,0.5,2.0,300,roulette wheel,COMPLETE
1903,1903,37.6,2023-12-07 11:55:39.080874,2023-12-07 11:56:22.711847,0 days 00:00:43.630973,0.0,0.33,,300,random selection,COMPLETE
1904,1904,38.0,2023-12-07 11:56:22.712190,2023-12-07 11:56:23.315334,0 days 00:00:00.603144,0.5,0.5,4.0,300,roulette wheel,COMPLETE
1905,1905,37.2,2023-12-07 11:56:23.315514,2023-12-07 11:56:23.804612,0 days 00:00:00.489098,0.95,0.1,4.0,300,weighted choice,COMPLETE
1906,1906,37.2,2023-12-07 11:56:23.804794,2023-12-07 11:56:24.171963,0 days 00:00:00.367169,0.5,0.01,2.0,250,random selection,COMPLETE
1907,1907,37.6,2023-12-07 11:56:24.172151,2023-12-07 11:56:24.625294,0 days 00:00:00.453143,0.8,0.33,2.0,300,roulette wheel,COMPLETE
1908,1908,38.0,2023-12-07 11:56:24.625481,2023-12-07 11:57:17.855212,0 days 00:00:53.229731,0.0,0.5,,250,random selection,COMPLETE
1909,1909,37.2,2023-12-07 11:57:17.855490,2023-12-07 11:58:12.469597,0 days 00:00:54.614107,0.0,0.33,,250,roulette wheel,COMPLETE
1910,1910,37.6,2023-12-07 11:58:12.469781,2023-12-07 12:00:06.765571,0 days 00:01:54.295790,0.0,0.0,,250,random selection,COMPLETE
1911,1911,37.6,2023-12-07 12:00:06.765756,2023-12-07 12:00:07.119915,0 days 00:00:00.354159,0.5,0.1,1.0,300,roulette wheel,COMPLETE
1912,1912,37.2,2023-12-07 12:00:07.120098,2023-12-07 12:00:59.542360,0 days 00:00:52.422262,0.0,0.33,,300,roulette wheel,COMPLETE
1913,1913,37.6,2023-12-07 12:00:59.542533,2023-12-07 12:01:00.002195,0 days 00:00:00.459662,0.8,0.33,4.0,300,roulette wheel,COMPLETE
1914,1914,37.6,2023-12-07 12:01:00.002370,2023-12-07 12:02:11.032474,0 days 00:01:11.030104,0.0,0.5,,250,roulette wheel,COMPLETE
1915,1915,37.6,2023-12-07 12:02:11.032641,2023-12-07 12:02:11.538113,0 days 00:00:00.505472,0.5,0.33,2.0,250,roulette wheel,COMPLETE
1916,1916,38.0,2023-12-07 12:02:11.538285,2023-12-07 12:03:24.074104,0 days 00:01:12.535819,0.0,0.33,,250,weighted choice,COMPLETE
1917,1917,36.8,2023-12-07 12:03:24.074358,2023-12-07 12:03:24.251347,0 days 00:00:00.176989,0.95,0.0,2.0,250,random selection,COMPLETE
1918,1918,37.6,2023-12-07 12:03:24.251556,2023-12-07 12:03:24.757854,0 days 00:00:00.506298,0.5,0.33,2.0,250,random selection,COMPLETE
1919,1919,36.8,2023-12-07 12:03:24.758059,2023-12-07 12:04:04.250266,0 days 00:00:39.492207,0.0,0.1,,300,roulette wheel,COMPLETE
1920,1920,38.0,2023-12-07 12:04:04.250451,2023-12-07 12:04:55.767536,0 days 00:00:51.517085,0.0,0.33,,300,roulette wheel,COMPLETE
1921,1921,41.6,2023-12-07 12:04:55.767726,2023-12-07 12:04:56.125208,0 days 00:00:00.357482,0.8,0.0,2.0,250,weighted choice,COMPLETE
1922,1922,37.6,2023-12-07 12:04:56.125404,2023-12-07 12:06:10.855325,0 days 00:01:14.729921,0.8,0.0,0.0,250,random selection,COMPLETE
1923,1923,37.6,2023-12-07 12:06:10.855695,2023-12-07 12:11:13.534057,0 days 00:05:02.678362,0.0,0.0,,300,weighted choice,COMPLETE
1924,1924,38.4,2023-12-07 12:11:13.534336,2023-12-07 12:11:13.871364,0 days 00:00:00.337028,0.8,0.1,1.0,300,roulette wheel,COMPLETE
1925,1925,40.8,2023-12-07 12:11:13.871551,2023-12-07 12:11:14.201489,0 days 00:00:00.329938,0.8,0.01,4.0,300,roulette wheel,COMPLETE
1926,1926,37.6,2023-12-07 12:11:14.201680,2023-12-07 12:11:14.685688,0 days 00:00:00.484008,0.6,0.33,2.0,250,roulette wheel,COMPLETE
1927,1927,41.2,2023-12-07 12:11:14.685877,2023-12-07 12:11:14.876814,0 days 00:00:00.190937,0.8,0.0,2.0,250,roulette wheel,COMPLETE
1928,1928,39.6,2023-12-07 12:11:14.877001,2023-12-07 12:11:15.410171,0 days 00:00:00.533170,0.6,0.01,1.0,300,weighted choice,COMPLETE
1929,1929,37.2,2023-12-07 12:11:15.410364,2023-12-07 12:11:15.963180,0 days 00:00:00.552816,0.95,0.5,4.0,300,random selection,COMPLETE
1930,1930,37.2,2023-12-07 12:11:15.963367,2023-12-07 12:11:16.180826,0 days 00:00:00.217459,0.6,0.0,1.0,250,random selection,COMPLETE
1931,1931,36.8,2023-12-07 12:11:16.181010,2023-12-07 12:11:16.538514,0 days 00:00:00.357504,0.6,0.01,4.0,300,random selection,COMPLETE
1932,1932,36.8,2023-12-07 12:11:16.538712,2023-12-07 12:11:17.145238,0 days 00:00:00.606526,0.5,0.5,2.0,300,roulette wheel,COMPLETE
1933,1933,38.8,2023-12-07 12:11:17.145420,2023-12-07 12:11:17.610364,0 days 00:00:00.464944,0.8,0.33,4.0,300,random selection,COMPLETE
1934,1934,40.8,2023-12-07 12:11:17.610539,2023-12-07 12:11:17.818928,0 days 00:00:00.208389,0.8,0.0,4.0,300,roulette wheel,COMPLETE
1935,1935,37.2,2023-12-07 12:11:17.819113,2023-12-07 12:11:43.449943,0 days 00:00:25.630830,0.0,0.1,,250,random selection,COMPLETE
1936,1936,40.4,2023-12-07 12:11:43.450225,2023-12-07 12:11:43.773502,0 days 00:00:00.323277,0.8,0.01,4.0,250,roulette wheel,COMPLETE
1937,1937,38.4,2023-12-07 12:11:43.773690,2023-12-07 12:11:44.267844,0 days 00:00:00.494154,0.95,0.1,4.0,250,weighted choice,COMPLETE
1938,1938,37.2,2023-12-07 12:11:44.268064,2023-12-07 12:11:44.539951,0 days 00:00:00.271887,0.95,0.01,1.0,300,random selection,COMPLETE
1939,1939,38.0,2023-12-07 12:11:44.540137,2023-12-07 12:12:37.562149,0 days 00:00:53.022012,0.0,0.33,,300,roulette wheel,COMPLETE
1940,1940,38.0,2023-12-07 12:12:37.562440,2023-12-07 12:13:17.014284,0 days 00:00:39.451844,0.0,0.1,,250,roulette wheel,COMPLETE
1941,1941,38.0,2023-12-07 12:13:17.014462,2023-12-07 12:13:17.359325,0 days 00:00:00.344863,0.6,0.1,1.0,250,roulette wheel,COMPLETE
1942,1942,42.0,2023-12-07 12:13:17.359514,2023-12-07 12:13:17.587774,0 days 00:00:00.228260,0.6,0.0,2.0,250,roulette wheel,COMPLETE
1943,1943,36.8,2023-12-07 12:13:17.587956,2023-12-07 12:13:17.760437,0 days 00:00:00.172481,0.8,0.0,1.0,300,random selection,COMPLETE
1944,1944,37.2,2023-12-07 12:13:17.760622,2023-12-07 12:13:55.519765,0 days 00:00:37.759143,0.8,0.01,0.0,250,roulette wheel,COMPLETE
1945,1945,37.6,2023-12-07 12:13:55.520015,2023-12-07 12:15:11.383458,0 days 00:01:15.863443,0.0,0.33,,300,weighted choice,COMPLETE
1946,1946,37.2,2023-12-07 12:15:11.383645,2023-12-07 12:16:30.584673,0 days 00:01:19.201028,0.8,0.0,0.0,250,random selection,COMPLETE
1947,1947,37.2,2023-12-07 12:16:30.584872,2023-12-07 12:16:30.933856,0 days 00:00:00.348984,0.6,0.01,4.0,250,random selection,COMPLETE
1948,1948,37.6,2023-12-07 12:16:30.934051,2023-12-07 12:17:44.914343,0 days 00:01:13.980292,0.95,0.5,0.0,300,roulette wheel,COMPLETE
1949,1949,41.2,2023-12-07 12:17:44.914567,2023-12-07 12:17:45.381450,0 days 00:00:00.466883,0.6,0.0,1.0,300,weighted choice,COMPLETE
1950,1950,38.0,2023-12-07 12:17:45.381646,2023-12-07 12:18:16.914302,0 days 00:00:31.532656,0.5,0.01,0.0,300,random selection,COMPLETE
1951,1951,37.2,2023-12-07 12:18:16.914493,2023-12-07 12:18:17.501350,0 days 00:00:00.586857,0.6,0.5,4.0,250,roulette wheel,COMPLETE
1952,1952,38.0,2023-12-07 12:18:17.501541,2023-12-07 12:18:17.991038,0 days 00:00:00.489497,0.95,0.1,4.0,250,weighted choice,COMPLETE
1953,1953,37.2,2023-12-07 12:18:17.991241,2023-12-07 12:18:18.343670,0 days 00:00:00.352429,0.5,0.1,1.0,250,random selection,COMPLETE
1954,1954,40.8,2023-12-07 12:18:18.343869,2023-12-07 12:18:18.699077,0 days 00:00:00.355208,0.6,0.01,2.0,250,roulette wheel,COMPLETE
1955,1955,37.6,2023-12-07 12:18:18.699268,2023-12-07 12:18:54.341888,0 days 00:00:35.642620,0.8,0.1,0.0,300,random selection,COMPLETE
1956,1956,37.6,2023-12-07 12:18:54.342171,2023-12-07 12:18:54.718633,0 days 00:00:00.376462,0.5,0.1,1.0,300,roulette wheel,COMPLETE
1957,1957,37.2,2023-12-07 12:18:54.718828,2023-12-07 12:19:41.391383,0 days 00:00:46.672555,0.0,0.5,,300,random selection,COMPLETE
1958,1958,36.8,2023-12-07 12:19:41.391653,2023-12-07 12:20:47.059674,0 days 00:01:05.668021,0.0,0.01,,300,weighted choice,COMPLETE
1959,1959,38.4,2023-12-07 12:20:47.059994,2023-12-07 12:20:47.558053,0 days 00:00:00.498059,0.8,0.1,4.0,300,weighted choice,COMPLETE
1960,1960,38.4,2023-12-07 12:20:47.558252,2023-12-07 12:20:48.042615,0 days 00:00:00.484363,0.95,0.1,4.0,250,weighted choice,COMPLETE
1961,1961,38.0,2023-12-07 12:20:48.042800,2023-12-07 12:20:48.505915,0 days 00:00:00.463115,0.8,0.33,2.0,300,roulette wheel,COMPLETE
1962,1962,38.4,2023-12-07 12:20:48.506116,2023-12-07 12:20:48.883938,0 days 00:00:00.377822,0.6,0.1,4.0,300,roulette wheel,COMPLETE
1963,1963,36.8,2023-12-07 12:20:48.884129,2023-12-07 12:23:16.592815,0 days 00:02:27.708686,0.0,0.0,,300,roulette wheel,COMPLETE
1964,1964,41.2,2023-12-07 12:23:16.592999,2023-12-07 12:23:16.779877,0 days 00:00:00.186878,0.8,0.0,2.0,300,roulette wheel,COMPLETE
1965,1965,42.8,2023-12-07 12:23:16.780041,2023-12-07 12:23:17.311826,0 days 00:00:00.531785,0.5,0.0,2.0,250,weighted choice,COMPLETE
1966,1966,39.6,2023-12-07 12:23:17.312032,2023-12-07 12:23:17.749699,0 days 00:00:00.437667,0.95,0.01,2.0,300,weighted choice,COMPLETE
1967,1967,37.2,2023-12-07 12:23:17.749912,2023-12-07 12:23:18.095352,0 days 00:00:00.345440,0.6,0.1,1.0,300,random selection,COMPLETE
1968,1968,37.6,2023-12-07 12:23:18.095548,2023-12-07 12:23:18.639900,0 days 00:00:00.544352,0.8,0.5,1.0,250,roulette wheel,COMPLETE
1969,1969,37.2,2023-12-07 12:23:18.640087,2023-12-07 12:23:19.184886,0 days 00:00:00.544799,0.8,0.5,2.0,250,roulette wheel,COMPLETE
1970,1970,37.2,2023-12-07 12:23:19.185078,2023-12-07 12:24:13.558690,0 days 00:00:54.373612,0.0,0.33,,250,roulette wheel,COMPLETE
1971,1971,37.6,2023-12-07 12:24:13.558876,2023-12-07 12:25:40.725299,0 days 00:01:27.166423,0.6,0.5,0.0,250,weighted choice,COMPLETE
1972,1972,37.6,2023-12-07 12:25:40.725566,2023-12-07 12:26:48.348454,0 days 00:01:07.622888,0.0,0.5,,300,roulette wheel,COMPLETE
1973,1973,39.6,2023-12-07 12:26:48.348636,2023-12-07 12:26:48.685641,0 days 00:00:00.337005,0.95,0.0,2.0,300,weighted choice,COMPLETE
1974,1974,38.4,2023-12-07 12:26:48.685834,2023-12-07 12:26:49.032678,0 days 00:00:00.346844,0.8,0.1,2.0,250,roulette wheel,COMPLETE
1975,1975,37.2,2023-12-07 12:26:49.032932,2023-12-07 12:27:48.270311,0 days 00:00:59.237379,0.6,0.01,0.0,300,weighted choice,COMPLETE
1976,1976,38.0,2023-12-07 12:27:48.270576,2023-12-07 12:28:50.454856,0 days 00:01:02.184280,0.0,0.1,,300,weighted choice,COMPLETE
1977,1977,36.8,2023-12-07 12:28:50.455116,2023-12-07 12:28:50.790239,0 days 00:00:00.335123,0.95,0.1,1.0,250,random selection,COMPLETE
1978,1978,37.6,2023-12-07 12:28:50.790435,2023-12-07 12:28:51.464109,0 days 00:00:00.673674,0.95,0.5,1.0,250,weighted choice,COMPLETE
1979,1979,41.2,2023-12-07 12:28:51.464318,2023-12-07 12:28:51.829137,0 days 00:00:00.364819,0.5,0.01,1.0,250,roulette wheel,COMPLETE
1980,1980,39.6,2023-12-07 12:28:51.829322,2023-12-07 12:28:52.167464,0 days 00:00:00.338142,0.6,0.01,1.0,300,roulette wheel,COMPLETE
1981,1981,38.0,2023-12-07 12:28:52.167660,2023-12-07 12:31:55.047574,0 days 00:03:02.879914,0.8,0.0,0.0,300,weighted choice,COMPLETE
1982,1982,37.6,2023-12-07 12:31:55.047792,2023-12-07 12:31:55.616391,0 days 00:00:00.568599,0.95,0.5,4.0,250,random selection,COMPLETE
1983,1983,37.2,2023-12-07 12:31:55.616601,2023-12-07 12:31:55.873968,0 days 00:00:00.257367,0.5,0.0,2.0,300,random selection,COMPLETE
1984,1984,41.6,2023-12-07 12:31:55.874163,2023-12-07 12:31:56.104797,0 days 00:00:00.230634,0.6,0.0,2.0,250,roulette wheel,COMPLETE
1985,1985,42.0,2023-12-07 12:31:56.104987,2023-12-07 12:31:56.584378,0 days 00:00:00.479391,0.6,0.0,4.0,300,weighted choice,COMPLETE
1986,1986,37.6,2023-12-07 12:31:56.584572,2023-12-07 12:32:43.436969,0 days 00:00:46.852397,0.95,0.1,0.0,250,roulette wheel,COMPLETE
1987,1987,37.2,2023-12-07 12:32:43.437160,2023-12-07 12:32:43.934413,0 days 00:00:00.497253,0.6,0.33,4.0,250,roulette wheel,COMPLETE
1988,1988,38.0,2023-12-07 12:32:43.934608,2023-12-07 12:34:50.046125,0 days 00:02:06.111517,0.0,0.0,,250,roulette wheel,COMPLETE
1989,1989,37.6,2023-12-07 12:34:50.046372,2023-12-07 12:37:33.525560,0 days 00:02:43.479188,0.95,0.0,0.0,250,weighted choice,COMPLETE
1990,1990,37.2,2023-12-07 12:37:33.525884,2023-12-07 12:37:33.978054,0 days 00:00:00.452170,0.95,0.33,1.0,250,random selection,COMPLETE
1991,1991,36.8,2023-12-07 12:37:33.978257,2023-12-07 12:39:39.587563,0 days 00:02:05.609306,0.0,0.0,,250,roulette wheel,COMPLETE
1992,1992,36.4,2023-12-07 12:39:39.587753,2023-12-07 12:39:40.047984,0 days 00:00:00.460231,0.95,0.33,4.0,300,random selection,COMPLETE
1993,1993,37.2,2023-12-07 12:39:40.048176,2023-12-07 12:43:35.139947,0 days 00:03:55.091771,0.0,0.0,,250,weighted choice,COMPLETE
1994,1994,40.0,2023-12-07 12:43:35.140317,2023-12-07 12:43:35.514194,0 days 00:00:00.373877,0.5,0.01,2.0,250,roulette wheel,COMPLETE
1995,1995,37.6,2023-12-07 12:43:35.514407,2023-12-07 12:43:35.847738,0 days 00:00:00.333331,0.95,0.1,2.0,300,random selection,COMPLETE
1996,1996,38.0,2023-12-07 12:43:35.847950,2023-12-07 12:44:04.473901,0 days 00:00:28.625951,0.0,0.1,,300,random selection,COMPLETE
1997,1997,40.8,2023-12-07 12:44:04.474132,2023-12-07 12:44:04.654819,0 days 00:00:00.180687,0.8,0.0,1.0,300,roulette wheel,COMPLETE
1998,1998,37.2,2023-12-07 12:44:04.655015,2023-12-07 12:44:04.987819,0 days 00:00:00.332804,0.8,0.1,1.0,300,roulette wheel,COMPLETE
1999,1999,38.4,2023-12-07 12:44:04.988032,2023-12-07 12:44:05.347541,0 days 00:00:00.359509,0.5,0.1,2.0,300,roulette wheel,COMPLETE
2000,2000,42.8,2023-12-07 12:44:05.347729,2023-12-07 12:44:05.541618,0 days 00:00:00.193889,0.8,0.0,2.0,250,roulette wheel,COMPLETE
2001,2001,42.8,2023-12-07 12:44:05.541836,2023-12-07 12:44:05.801628,0 days 00:00:00.259792,0.5,0.0,1.0,250,roulette wheel,COMPLETE
2002,2002,38.4,2023-12-07 12:44:05.801829,2023-12-07 12:44:06.135065,0 days 00:00:00.333236,0.95,0.1,1.0,250,random selection,COMPLETE
2003,2003,36.4,2023-12-07 12:44:06.135271,2023-12-07 12:44:06.690979,0 days 00:00:00.555708,0.8,0.5,2.0,250,roulette wheel,COMPLETE
2004,2004,37.6,2023-12-07 12:44:06.691191,2023-12-07 12:44:40.569470,0 days 00:00:33.878279,0.8,0.01,0.0,300,roulette wheel,COMPLETE
2005,2005,41.6,2023-12-07 12:44:40.569737,2023-12-07 12:44:40.855417,0 days 00:00:00.285680,0.5,0.0,4.0,300,roulette wheel,COMPLETE
2006,2006,40.8,2023-12-07 12:44:40.855611,2023-12-07 12:44:41.392799,0 days 00:00:00.537188,0.6,0.01,2.0,300,weighted choice,COMPLETE
2007,2007,36.4,2023-12-07 12:44:41.393027,2023-12-07 12:44:41.658597,0 days 00:00:00.265570,0.5,0.0,1.0,250,random selection,COMPLETE
2008,2008,39.2,2023-12-07 12:44:41.658797,2023-12-07 12:44:42.020584,0 days 00:00:00.361787,0.5,0.01,1.0,250,roulette wheel,COMPLETE
2009,2009,40.4,2023-12-07 12:44:42.020782,2023-12-07 12:44:42.228348,0 days 00:00:00.207566,0.8,0.0,4.0,300,roulette wheel,COMPLETE
2010,2010,37.2,2023-12-07 12:44:42.228545,2023-12-07 12:44:42.697478,0 days 00:00:00.468933,0.95,0.33,4.0,300,random selection,COMPLETE
2011,2011,36.8,2023-12-07 12:44:42.697681,2023-12-07 12:44:42.996948,0 days 00:00:00.299267,0.8,0.01,1.0,250,random selection,COMPLETE
2012,2012,37.6,2023-12-07 12:44:42.997165,2023-12-07 12:46:49.715288,0 days 00:02:06.718123,0.0,0.0,,250,roulette wheel,COMPLETE
2013,2013,38.0,2023-12-07 12:46:49.715592,2023-12-07 12:48:35.104460,0 days 00:01:45.388868,0.5,0.0,0.0,300,roulette wheel,COMPLETE
2014,2014,37.6,2023-12-07 12:48:35.104674,2023-12-07 12:49:41.800628,0 days 00:01:06.695954,0.5,0.5,0.0,300,roulette wheel,COMPLETE
2015,2015,39.6,2023-12-07 12:49:41.800895,2023-12-07 12:49:42.115106,0 days 00:00:00.314211,0.95,0.01,4.0,300,roulette wheel,COMPLETE
2016,2016,40.0,2023-12-07 12:49:42.115305,2023-12-07 12:49:42.433571,0 days 00:00:00.318266,0.8,0.01,2.0,250,roulette wheel,COMPLETE
2017,2017,37.6,2023-12-07 12:49:42.433770,2023-12-07 12:49:42.756615,0 days 00:00:00.322845,0.95,0.1,1.0,300,random selection,COMPLETE
2018,2018,37.2,2023-12-07 12:49:42.756828,2023-12-07 12:50:14.471163,0 days 00:00:31.714335,0.0,0.1,,250,random selection,COMPLETE
2019,2019,42.4,2023-12-07 12:50:14.471490,2023-12-07 12:50:14.929663,0 days 00:00:00.458173,0.6,0.0,4.0,250,weighted choice,COMPLETE
2020,2020,39.6,2023-12-07 12:50:14.929875,2023-12-07 12:50:15.212016,0 days 00:00:00.282141,0.95,0.01,1.0,250,roulette wheel,COMPLETE
2021,2021,36.4,2023-12-07 12:50:15.212210,2023-12-07 12:50:15.717339,0 days 00:00:00.505129,0.5,0.33,4.0,300,random selection,COMPLETE
2022,2022,38.0,2023-12-07 12:50:15.717548,2023-12-07 12:50:16.059195,0 days 00:00:00.341647,0.95,0.1,2.0,300,roulette wheel,COMPLETE
2023,2023,38.0,2023-12-07 12:50:16.059393,2023-12-07 12:50:16.585815,0 days 00:00:00.526422,0.5,0.1,1.0,300,weighted choice,COMPLETE
2024,2024,37.6,2023-12-07 12:50:16.586019,2023-12-07 12:51:05.080186,0 days 00:00:48.494167,0.0,0.5,,300,random selection,COMPLETE
2025,2025,38.4,2023-12-07 12:51:05.080489,2023-12-07 12:51:05.410353,0 days 00:00:00.329864,0.95,0.1,1.0,300,roulette wheel,COMPLETE
2026,2026,41.2,2023-12-07 12:51:05.410571,2023-12-07 12:51:05.570908,0 days 00:00:00.160337,0.95,0.0,1.0,300,roulette wheel,COMPLETE
2027,2027,40.4,2023-12-07 12:51:05.571102,2023-12-07 12:51:05.918747,0 days 00:00:00.347645,0.6,0.01,2.0,250,roulette wheel,COMPLETE
2028,2028,37.6,2023-12-07 12:51:05.918935,2023-12-07 12:51:06.541389,0 days 00:00:00.622454,0.6,0.33,4.0,250,weighted choice,COMPLETE
2029,2029,41.6,2023-12-07 12:51:06.541589,2023-12-07 12:51:06.715595,0 days 00:00:00.174006,0.95,0.0,2.0,250,roulette wheel,COMPLETE
2030,2030,40.8,2023-12-07 12:51:06.715779,2023-12-07 12:51:06.925910,0 days 00:00:00.210131,0.8,0.0,4.0,300,roulette wheel,COMPLETE
2031,2031,40.4,2023-12-07 12:51:06.926099,2023-12-07 12:51:07.237255,0 days 00:00:00.311156,0.95,0.01,4.0,300,roulette wheel,COMPLETE
2032,2032,41.2,2023-12-07 12:51:07.237441,2023-12-07 12:51:07.486954,0 days 00:00:00.249513,0.6,0.0,4.0,250,roulette wheel,COMPLETE
2033,2033,36.8,2023-12-07 12:51:07.487142,2023-12-07 12:51:08.052989,0 days 00:00:00.565847,0.6,0.5,1.0,250,roulette wheel,COMPLETE
2034,2034,38.8,2023-12-07 12:51:08.053200,2023-12-07 12:51:08.619471,0 days 00:00:00.566271,0.8,0.5,4.0,250,roulette wheel,COMPLETE
2035,2035,36.4,2023-12-07 12:51:08.619673,2023-12-07 12:51:08.850311,0 days 00:00:00.230638,0.6,0.0,2.0,250,random selection,COMPLETE
2036,2036,36.8,2023-12-07 12:51:08.850502,2023-12-07 12:52:02.727004,0 days 00:00:53.876502,0.0,0.33,,300,roulette wheel,COMPLETE
2037,2037,37.2,2023-12-07 12:52:02.727205,2023-12-07 12:52:02.997128,0 days 00:00:00.269923,0.6,0.0,2.0,300,random selection,COMPLETE
2038,2038,37.6,2023-12-07 12:52:02.997349,2023-12-07 12:52:03.488776,0 days 00:00:00.491427,0.8,0.33,1.0,250,roulette wheel,COMPLETE
2039,2039,38.0,2023-12-07 12:52:03.488976,2023-12-07 12:53:07.797745,0 days 00:01:04.308769,0.0,0.5,,250,roulette wheel,COMPLETE
2040,2040,37.2,2023-12-07 12:53:07.797976,2023-12-07 12:53:08.255054,0 days 00:00:00.457078,0.8,0.33,1.0,250,roulette wheel,COMPLETE
2041,2041,40.4,2023-12-07 12:53:08.255257,2023-12-07 12:53:08.772735,0 days 00:00:00.517478,0.6,0.01,2.0,250,weighted choice,COMPLETE
2042,2042,40.4,2023-12-07 12:53:08.772937,2023-12-07 12:53:09.121732,0 days 00:00:00.348795,0.6,0.01,2.0,250,roulette wheel,COMPLETE
2043,2043,38.0,2023-12-07 12:53:09.121938,2023-12-07 12:53:09.492497,0 days 00:00:00.370559,0.5,0.1,2.0,300,roulette wheel,COMPLETE
2044,2044,36.8,2023-12-07 12:53:09.492703,2023-12-07 12:55:08.014667,0 days 00:01:58.521964,0.0,0.0,,250,random selection,COMPLETE
2045,2045,37.2,2023-12-07 12:55:08.014922,2023-12-07 12:55:53.713401,0 days 00:00:45.698479,0.95,0.1,0.0,300,roulette wheel,COMPLETE
2046,2046,38.4,2023-12-07 12:55:53.713610,2023-12-07 12:55:54.216579,0 days 00:00:00.502969,0.5,0.1,2.0,250,weighted choice,COMPLETE
2047,2047,36.8,2023-12-07 12:55:54.216783,2023-12-07 12:57:42.534543,0 days 00:01:48.317760,0.5,0.0,0.0,250,roulette wheel,COMPLETE
2048,2048,36.8,2023-12-07 12:57:42.534742,2023-12-07 12:57:42.914376,0 days 00:00:00.379634,0.5,0.1,4.0,250,random selection,COMPLETE
2049,2049,38.4,2023-12-07 12:57:42.914568,2023-12-07 12:57:43.606417,0 days 00:00:00.691849,0.6,0.5,1.0,250,weighted choice,COMPLETE
2050,2050,39.6,2023-12-07 12:57:43.606625,2023-12-07 12:57:43.919268,0 days 00:00:00.312643,0.8,0.01,2.0,250,roulette wheel,COMPLETE
2051,2051,40.0,2023-12-07 12:57:43.919491,2023-12-07 12:57:44.217294,0 days 00:00:00.297803,0.8,0.01,1.0,250,roulette wheel,COMPLETE
2052,2052,37.6,2023-12-07 12:57:44.217491,2023-12-07 12:57:44.588890,0 days 00:00:00.371399,0.5,0.1,4.0,250,roulette wheel,COMPLETE
2053,2053,38.0,2023-12-07 12:57:44.589084,2023-12-07 13:00:01.647485,0 days 00:02:17.058401,0.0,0.0,,300,random selection,COMPLETE
2054,2054,38.4,2023-12-07 13:00:01.647875,2023-12-07 13:00:49.977405,0 days 00:00:48.329530,0.0,0.5,,250,random selection,COMPLETE
2055,2055,37.2,2023-12-07 13:00:49.977665,2023-12-07 13:01:45.193195,0 days 00:00:55.215530,0.0,0.33,,300,roulette wheel,COMPLETE
2056,2056,37.6,2023-12-07 13:01:45.193391,2023-12-07 13:02:23.262670,0 days 00:00:38.069279,0.5,0.01,0.0,250,roulette wheel,COMPLETE
2057,2057,38.0,2023-12-07 13:02:23.262889,2023-12-07 13:03:10.407507,0 days 00:00:47.144618,0.6,0.1,0.0,300,roulette wheel,COMPLETE
2058,2058,40.0,2023-12-07 13:03:10.407715,2023-12-07 13:03:10.842567,0 days 00:00:00.434852,0.95,0.01,2.0,300,weighted choice,COMPLETE
2059,2059,37.6,2023-12-07 13:03:10.842782,2023-12-07 13:03:11.319708,0 days 00:00:00.476926,0.6,0.1,1.0,250,weighted choice,COMPLETE
2060,2060,37.6,2023-12-07 13:03:11.319904,2023-12-07 13:03:11.807024,0 days 00:00:00.487120,0.6,0.33,1.0,300,roulette wheel,COMPLETE
2061,2061,38.4,2023-12-07 13:03:11.807250,2023-12-07 13:05:39.923950,0 days 00:02:28.116700,0.0,0.0,,300,roulette wheel,COMPLETE
2062,2062,37.2,2023-12-07 13:05:39.924148,2023-12-07 13:05:40.479205,0 days 00:00:00.555057,0.6,0.5,1.0,250,random selection,COMPLETE
2063,2063,38.0,2023-12-07 13:05:40.479413,2023-12-07 13:05:40.652435,0 days 00:00:00.173022,0.8,0.0,1.0,300,random selection,COMPLETE
2064,2064,37.6,2023-12-07 13:05:40.652641,2023-12-07 13:06:46.661609,0 days 00:01:06.008968,0.95,0.1,0.0,300,weighted choice,COMPLETE
2065,2065,40.0,2023-12-07 13:06:46.661811,2023-12-07 13:06:47.187105,0 days 00:00:00.525294,0.6,0.01,2.0,250,weighted choice,COMPLETE
2066,2066,38.0,2023-12-07 13:06:47.187305,2023-12-07 13:11:45.503468,0 days 00:04:58.316163,0.0,0.0,,300,weighted choice,COMPLETE
2067,2067,38.4,2023-12-07 13:11:45.503669,2023-12-07 13:11:45.990810,0 days 00:00:00.487141,0.95,0.1,2.0,300,weighted choice,COMPLETE
2068,2068,38.0,2023-12-07 13:11:45.991025,2023-12-07 13:12:19.193527,0 days 00:00:33.202502,0.5,0.1,0.0,300,random selection,COMPLETE
2069,2069,37.2,2023-12-07 13:12:19.193771,2023-12-07 13:13:27.178049,0 days 00:01:07.984278,0.0,0.01,,300,weighted choice,COMPLETE
2070,2070,37.2,2023-12-07 13:13:27.178247,2023-12-07 13:14:31.927149,0 days 00:01:04.748902,0.0,0.5,,250,roulette wheel,COMPLETE
