,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
3396,3396,2.6512436316015764,2023-12-07 10:45:08.473873,2023-12-07 10:45:09.008371,0 days 00:00:00.534498,0.8,0.33,14.0,50,random selection,COMPLETE
3397,3397,3.2047215953889214,2023-12-07 10:45:09.008643,2023-12-07 10:45:09.483260,0 days 00:00:00.474617,0.6,0.01,12.0,20,roulette wheel,COMPLETE
3398,3398,2.8812877721901846,2023-12-07 10:45:09.483504,2023-12-07 10:45:09.912691,0 days 00:00:00.429187,0.8,0.01,12.0,50,roulette wheel,COMPLETE
3399,3399,2.7665753986432633,2023-12-07 10:45:09.912959,2023-12-07 10:45:10.563903,0 days 00:00:00.650944,0.6,0.5,14.0,50,roulette wheel,COMPLETE
3400,3400,2.691572838106713,2023-12-07 10:45:10.564160,2023-12-07 10:45:11.211774,0 days 00:00:00.647614,0.95,0.5,14.0,50,roulette wheel,COMPLETE
3402,3402,2.7464314323720465,2023-12-07 10:45:11.711644,2023-12-07 10:45:12.292872,0 days 00:00:00.581228,0.5,0.33,14.0,10,roulette wheel,COMPLETE
3404,3404,3.707406833720902,2023-12-07 10:45:12.901274,2023-12-07 10:45:13.527723,0 days 00:00:00.626449,0.95,0.0,16.0,50,roulette wheel,COMPLETE
3405,3405,2.7772236649105886,2023-12-07 10:45:13.528005,2023-12-07 10:45:14.161292,0 days 00:00:00.633287,0.6,0.5,12.0,10,roulette wheel,COMPLETE
3406,3406,3.6557810922468263,2023-12-07 10:45:14.161550,2023-12-07 10:45:14.730515,0 days 00:00:00.568965,0.95,0.0,12.0,20,roulette wheel,COMPLETE
3408,3408,2.7214853171865805,2023-12-07 10:45:15.310505,2023-12-07 10:45:15.738317,0 days 00:00:00.427812,0.8,0.1,14.0,10,random selection,COMPLETE
3409,3409,2.6871812069944463,2023-12-07 10:45:15.738593,2023-12-07 10:45:16.389795,0 days 00:00:00.651202,0.6,0.5,16.0,50,random selection,COMPLETE
3410,3410,2.773478065627683,2023-12-07 10:45:16.390055,2023-12-07 10:45:16.820256,0 days 00:00:00.430201,0.95,0.1,12.0,76,roulette wheel,COMPLETE
3411,3411,3.90798832826206,2023-12-07 10:45:16.820543,2023-12-07 10:45:17.453381,0 days 00:00:00.632838,0.8,0.0,14.0,20,roulette wheel,COMPLETE
3412,3412,2.7539659713848215,2023-12-07 10:45:17.453646,2023-12-07 10:45:17.909415,0 days 00:00:00.455769,0.8,0.01,16.0,50,roulette wheel,COMPLETE
3415,3415,2.638358638968802,2023-12-07 10:45:19.080084,2023-12-07 10:45:19.717857,0 days 00:00:00.637773,0.6,0.5,12.0,20,roulette wheel,COMPLETE
3416,3416,3.535208595412488,2023-12-07 10:45:19.718178,2023-12-07 10:45:20.318694,0 days 00:00:00.600516,0.95,0.0,14.0,20,roulette wheel,COMPLETE
3417,3417,2.773038710793299,2023-12-07 10:45:20.318946,2023-12-07 10:45:20.968445,0 days 00:00:00.649499,0.6,0.5,12.0,20,roulette wheel,COMPLETE
3418,3418,4.2091771529974285,2023-12-07 10:45:20.968688,2023-12-07 10:45:21.727957,0 days 00:00:00.759269,0.5,0.0,14.0,76,roulette wheel,COMPLETE
3419,3419,2.8099566480898472,2023-12-07 10:45:21.728219,2023-12-07 10:45:22.443778,0 days 00:00:00.715559,0.5,0.5,14.0,100,roulette wheel,COMPLETE
3420,3420,2.653574606086164,2023-12-07 10:45:22.444037,2023-12-07 10:45:23.009810,0 days 00:00:00.565773,0.6,0.33,16.0,50,roulette wheel,COMPLETE
3421,3421,2.7288124766122523,2023-12-07 10:45:23.010089,2023-12-07 10:45:23.468583,0 days 00:00:00.458494,0.8,0.1,16.0,100,roulette wheel,COMPLETE
3422,3422,2.9906195863150065,2023-12-07 10:45:23.468899,2023-12-07 10:45:23.991171,0 days 00:00:00.522272,0.5,0.01,16.0,50,roulette wheel,COMPLETE
3423,3423,2.6813608048202413,2023-12-07 10:45:23.991442,2023-12-07 10:45:24.648842,0 days 00:00:00.657400,0.95,0.5,14.0,10,roulette wheel,COMPLETE
3425,3425,2.626542616801552,2023-12-07 10:45:25.240647,2023-12-07 10:45:25.770327,0 days 00:00:00.529680,0.8,0.0,12.0,20,random selection,COMPLETE
3428,3428,2.7774434872181852,2023-12-07 10:45:26.909509,2023-12-07 10:45:27.338551,0 days 00:00:00.429042,0.5,0.1,12.0,50,roulette wheel,COMPLETE
3429,3429,2.802850810806037,2023-12-07 10:45:27.338816,2023-12-07 10:45:27.765287,0 days 00:00:00.426471,0.8,0.01,12.0,100,roulette wheel,COMPLETE
3433,3433,2.885688315328932,2023-12-07 10:45:29.443942,2023-12-07 10:45:29.918343,0 days 00:00:00.474401,0.6,0.01,14.0,100,roulette wheel,COMPLETE
3434,3434,2.8783723641695667,2023-12-07 10:45:29.918606,2023-12-07 10:45:30.424405,0 days 00:00:00.505799,0.5,0.01,12.0,10,random selection,COMPLETE
3435,3435,3.75271979510078,2023-12-07 10:45:30.424673,2023-12-07 10:45:31.003654,0 days 00:00:00.578981,0.95,0.0,12.0,20,roulette wheel,COMPLETE
3436,3436,2.8553418313286,2023-12-07 10:45:31.003928,2023-12-07 10:45:31.445839,0 days 00:00:00.441911,0.5,0.1,16.0,50,roulette wheel,COMPLETE
3437,3437,2.794064916241181,2023-12-07 10:45:31.446109,2023-12-07 10:45:31.872487,0 days 00:00:00.426378,0.5,0.1,12.0,76,roulette wheel,COMPLETE
3438,3438,2.7007739977346197,2023-12-07 10:45:31.872743,2023-12-07 10:45:32.326047,0 days 00:00:00.453304,0.95,0.1,16.0,20,roulette wheel,COMPLETE
3439,3439,2.6263356613394215,2023-12-07 10:45:32.326327,2023-12-07 10:45:32.966529,0 days 00:00:00.640202,0.6,0.5,12.0,10,roulette wheel,COMPLETE
3440,3440,4.0106663559997635,2023-12-07 10:45:32.966787,2023-12-07 10:45:33.691246,0 days 00:00:00.724459,0.5,0.0,14.0,50,roulette wheel,COMPLETE
3441,3441,3.311245305835404,2023-12-07 10:45:33.691517,2023-12-07 10:45:34.130191,0 days 00:00:00.438674,0.95,0.01,14.0,20,roulette wheel,COMPLETE
3442,3442,2.787643223889835,2023-12-07 10:45:34.130444,2023-12-07 10:45:34.779039,0 days 00:00:00.648595,0.6,0.5,16.0,20,roulette wheel,COMPLETE
3443,3443,2.8984853594564024,2023-12-07 10:45:34.779293,2023-12-07 10:45:35.216269,0 days 00:00:00.436976,0.8,0.1,16.0,36,roulette wheel,COMPLETE
3445,3445,2.777802770036076,2023-12-07 10:45:35.797151,2023-12-07 10:45:36.307286,0 days 00:00:00.510135,0.8,0.0,14.0,36,random selection,COMPLETE
3446,3446,2.8663985970397996,2023-12-07 10:45:36.307548,2023-12-07 10:45:36.718493,0 days 00:00:00.410945,0.95,0.01,12.0,20,random selection,COMPLETE
3447,3447,3.197097097063272,2023-12-07 10:45:36.718767,2023-12-07 10:45:37.271167,0 days 00:00:00.552400,0.5,0.01,16.0,10,roulette wheel,COMPLETE
3450,3450,2.812203493969707,2023-12-07 10:45:38.738542,2023-12-07 10:45:39.158413,0 days 00:00:00.419871,0.95,0.1,12.0,50,roulette wheel,COMPLETE
3451,3451,3.038198822465629,2023-12-07 10:45:39.158678,2023-12-07 10:45:39.624344,0 days 00:00:00.465666,0.6,0.01,14.0,50,roulette wheel,COMPLETE
3452,3452,2.742080246120924,2023-12-07 10:45:39.624622,2023-12-07 10:45:40.048088,0 days 00:00:00.423466,0.6,0.1,12.0,10,roulette wheel,COMPLETE
3453,3453,2.80254654074466,2023-12-07 10:45:40.048366,2023-12-07 10:45:40.690819,0 days 00:00:00.642453,0.6,0.5,12.0,76,roulette wheel,COMPLETE
3456,3456,2.653041445910758,2023-12-07 10:45:41.853681,2023-12-07 10:45:42.332886,0 days 00:00:00.479205,0.6,0.01,14.0,100,roulette wheel,COMPLETE
3457,3457,2.733339697812963,2023-12-07 10:45:42.333166,2023-12-07 10:45:42.768575,0 days 00:00:00.435409,0.5,0.1,14.0,10,roulette wheel,COMPLETE
3458,3458,2.710619820254372,2023-12-07 10:45:42.768849,2023-12-07 10:45:43.343967,0 days 00:00:00.575118,0.5,0.33,16.0,50,roulette wheel,COMPLETE
3460,3460,2.9639939485666056,2023-12-07 10:45:43.950778,2023-12-07 10:45:44.494276,0 days 00:00:00.543498,0.6,0.33,12.0,20,roulette wheel,COMPLETE
3461,3461,2.9598787549311703,2023-12-07 10:45:44.494535,2023-12-07 10:45:45.039582,0 days 00:00:00.545047,0.6,0.33,12.0,36,random selection,COMPLETE
3462,3462,3.982551796857923,2023-12-07 10:45:45.039839,2023-12-07 10:45:45.845565,0 days 00:00:00.805726,0.5,0.0,16.0,76,roulette wheel,COMPLETE
3463,3463,2.783569683250478,2023-12-07 10:45:45.845823,2023-12-07 10:45:46.512535,0 days 00:00:00.666712,0.6,0.5,16.0,100,roulette wheel,COMPLETE
3464,3464,2.600191706983008,2023-12-07 10:45:46.512792,2023-12-07 10:45:47.077923,0 days 00:00:00.565131,0.8,0.33,14.0,100,random selection,COMPLETE
3465,3465,2.710106492135722,2023-12-07 10:45:47.078218,2023-12-07 10:45:47.509568,0 days 00:00:00.431350,0.8,0.01,12.0,100,random selection,COMPLETE
3469,3469,2.659295668486243,2023-12-07 10:45:49.196451,2023-12-07 10:45:49.680742,0 days 00:00:00.484291,0.6,0.01,12.0,10,random selection,COMPLETE
3470,3470,2.947179983351349,2023-12-07 10:45:49.681002,2023-12-07 10:45:50.093242,0 days 00:00:00.412240,0.95,0.01,12.0,50,roulette wheel,COMPLETE
3471,3471,3.4564648416638972,2023-12-07 10:45:50.093515,2023-12-07 10:45:50.807805,0 days 00:00:00.714290,0.5,0.0,14.0,20,roulette wheel,COMPLETE
3473,3473,2.757749423255651,2023-12-07 10:45:51.334238,2023-12-07 10:45:51.970235,0 days 00:00:00.635997,0.95,0.5,14.0,20,random selection,COMPLETE
3474,3474,2.683133119365944,2023-12-07 10:45:51.970501,2023-12-07 10:45:52.517984,0 days 00:00:00.547483,0.8,0.33,16.0,100,random selection,COMPLETE
3475,3475,2.594157586769713,2023-12-07 10:45:52.518256,2023-12-07 10:45:52.944432,0 days 00:00:00.426176,0.95,0.1,14.0,20,roulette wheel,COMPLETE
3478,3478,2.799766129138569,2023-12-07 10:45:54.015128,2023-12-07 10:45:54.453818,0 days 00:00:00.438690,0.5,0.1,14.0,36,roulette wheel,COMPLETE
3479,3479,2.904731946208486,2023-12-07 10:45:54.454081,2023-12-07 10:45:55.114896,0 days 00:00:00.660815,0.5,0.5,14.0,50,roulette wheel,COMPLETE
3480,3480,2.71099305077576,2023-12-07 10:45:55.115180,2023-12-07 10:45:55.566849,0 days 00:00:00.451669,0.8,0.01,16.0,20,random selection,COMPLETE
3481,3481,2.8518101394995363,2023-12-07 10:45:55.567131,2023-12-07 10:45:56.123827,0 days 00:00:00.556696,0.5,0.33,14.0,50,random selection,COMPLETE
3482,3482,2.775340348139608,2023-12-07 10:45:56.124123,2023-12-07 10:45:56.548750,0 days 00:00:00.424627,0.6,0.1,14.0,100,random selection,COMPLETE
3485,3485,2.742313547606158,2023-12-07 10:45:57.963922,2023-12-07 10:45:58.412305,0 days 00:00:00.448383,0.8,0.01,16.0,36,random selection,COMPLETE
3486,3486,2.812788147317864,2023-12-07 10:45:58.412573,2023-12-07 10:45:58.845898,0 days 00:00:00.433325,0.95,0.01,12.0,10,random selection,COMPLETE
3487,3487,2.7007739977346197,2023-12-07 10:45:58.846168,2023-12-07 10:45:59.478535,0 days 00:00:00.632367,0.6,0.5,12.0,36,roulette wheel,COMPLETE
3490,3490,2.6910786822095303,2023-12-07 10:46:00.627632,2023-12-07 10:46:01.276060,0 days 00:00:00.648428,0.6,0.5,14.0,20,roulette wheel,COMPLETE
3492,3492,2.760940197486493,2023-12-07 10:46:01.912680,2023-12-07 10:46:02.353800,0 days 00:00:00.441120,0.5,0.0,16.0,100,random selection,COMPLETE
3493,3493,2.6646878591600585,2023-12-07 10:46:02.354070,2023-12-07 10:46:02.993922,0 days 00:00:00.639852,0.6,0.5,14.0,20,roulette wheel,COMPLETE
3494,3494,2.699865530464552,2023-12-07 10:46:02.994193,2023-12-07 10:46:03.424803,0 days 00:00:00.430610,0.5,0.1,12.0,76,random selection,COMPLETE
3496,3496,2.997911445264567,2023-12-07 10:46:04.119665,2023-12-07 10:46:04.617198,0 days 00:00:00.497533,0.5,0.01,14.0,36,roulette wheel,COMPLETE
3497,3497,2.757170146970327,2023-12-07 10:46:04.617486,2023-12-07 10:46:05.296787,0 days 00:00:00.679301,0.95,0.5,16.0,100,roulette wheel,COMPLETE
3499,3499,2.808411303630671,2023-12-07 10:46:05.778361,2023-12-07 10:46:06.199871,0 days 00:00:00.421510,0.6,0.1,12.0,10,random selection,COMPLETE
3500,3500,2.714667907882874,2023-12-07 10:46:06.200151,2023-12-07 10:46:06.764859,0 days 00:00:00.564708,0.8,0.33,16.0,10,roulette wheel,COMPLETE
3501,3501,2.781768823086997,2023-12-07 10:46:06.765138,2023-12-07 10:46:07.240131,0 days 00:00:00.474993,0.6,0.01,14.0,100,roulette wheel,COMPLETE
3502,3502,3.484728374992668,2023-12-07 10:46:07.240411,2023-12-07 10:46:07.827413,0 days 00:00:00.587002,0.8,0.0,12.0,20,roulette wheel,COMPLETE
3503,3503,2.941026518893474,2023-12-07 10:46:07.827711,2023-12-07 10:46:08.259382,0 days 00:00:00.431671,0.6,0.1,12.0,10,random selection,COMPLETE
3504,3504,2.746772739917014,2023-12-07 10:46:08.259639,2023-12-07 10:46:08.822783,0 days 00:00:00.563144,0.5,0.33,12.0,100,random selection,COMPLETE
3505,3505,3.8911137645946994,2023-12-07 10:46:08.823076,2023-12-07 10:46:09.508388,0 days 00:00:00.685312,0.8,0.0,16.0,36,roulette wheel,COMPLETE
3506,3506,2.7658863909160134,2023-12-07 10:46:09.508672,2023-12-07 10:46:10.055858,0 days 00:00:00.547186,0.6,0.33,12.0,50,roulette wheel,COMPLETE
3507,3507,2.9212292910783364,2023-12-07 10:46:10.056121,2023-12-07 10:46:10.508753,0 days 00:00:00.452632,0.6,0.01,12.0,100,roulette wheel,COMPLETE
3508,3508,2.809716685679075,2023-12-07 10:46:10.509030,2023-12-07 10:46:10.967310,0 days 00:00:00.458280,0.95,0.01,16.0,100,roulette wheel,COMPLETE
3511,3511,2.6175449548742966,2023-12-07 10:46:12.058891,2023-12-07 10:46:12.693681,0 days 00:00:00.634790,0.95,0.5,14.0,76,roulette wheel,COMPLETE
3513,3513,2.8359404415393565,2023-12-07 10:46:13.162116,2023-12-07 10:46:13.608406,0 days 00:00:00.446290,0.95,0.1,14.0,100,roulette wheel,COMPLETE
3514,3514,2.5917910981984695,2023-12-07 10:46:13.608714,2023-12-07 10:46:14.105927,0 days 00:00:00.497213,0.5,0.01,16.0,20,random selection,COMPLETE
3517,3517,2.8177583784380844,2023-12-07 10:46:14.998050,2023-12-07 10:46:15.638080,0 days 00:00:00.640030,0.8,0.5,16.0,10,random selection,COMPLETE
3518,3518,2.7024192201880135,2023-12-07 10:46:15.638353,2023-12-07 10:46:16.072977,0 days 00:00:00.434624,0.8,0.1,16.0,36,random selection,COMPLETE
3521,3521,2.643598713398372,2023-12-07 10:46:17.285279,2023-12-07 10:46:17.658841,0 days 00:00:00.373562,0.8,0.0,16.0,76,random selection,COMPLETE
3522,3522,2.7203356167568913,2023-12-07 10:46:17.659121,2023-12-07 10:46:18.029741,0 days 00:00:00.370620,0.8,0.0,16.0,100,random selection,COMPLETE
3523,3523,2.691834586326685,2023-12-07 10:46:18.029999,2023-12-07 10:46:18.359185,0 days 00:00:00.329186,0.95,0.0,14.0,100,random selection,COMPLETE
3524,3524,2.642823988797088,2023-12-07 10:46:18.359463,2023-12-07 10:46:19.005502,0 days 00:00:00.646039,0.6,0.5,14.0,76,roulette wheel,COMPLETE
3525,3525,2.7450571459546382,2023-12-07 10:46:19.005775,2023-12-07 10:46:19.654857,0 days 00:00:00.649082,0.8,0.5,14.0,100,roulette wheel,COMPLETE
3526,3526,2.600753078337263,2023-12-07 10:46:19.655128,2023-12-07 10:46:20.369210,0 days 00:00:00.714082,0.5,0.0,16.0,20,random selection,COMPLETE
3527,3527,2.922486821055556,2023-12-07 10:46:20.369500,2023-12-07 10:46:20.834257,0 days 00:00:00.464757,0.6,0.01,12.0,100,roulette wheel,COMPLETE
3529,3529,2.7577494232556505,2023-12-07 10:46:21.805169,2023-12-07 10:46:22.255419,0 days 00:00:00.450250,0.8,0.1,16.0,20,roulette wheel,COMPLETE
3530,3530,2.661644534891628,2023-12-07 10:46:22.255718,2023-12-07 10:46:22.839320,0 days 00:00:00.583602,0.6,0.0,14.0,36,random selection,COMPLETE
3532,3532,3.0880108414763128,2023-12-07 10:46:23.491425,2023-12-07 10:46:23.961126,0 days 00:00:00.469701,0.8,0.01,16.0,50,roulette wheel,COMPLETE
3533,3533,3.105502534570551,2023-12-07 10:46:23.961395,2023-12-07 10:46:24.583785,0 days 00:00:00.622390,0.8,0.0,12.0,10,roulette wheel,COMPLETE
3534,3534,2.750148055108749,2023-12-07 10:46:24.584061,2023-12-07 10:46:25.169440,0 days 00:00:00.585379,0.5,0.33,16.0,10,random selection,COMPLETE
3535,3535,2.549017784226419,2023-12-07 10:46:25.169714,2023-12-07 10:46:25.728853,0 days 00:00:00.559139,0.95,0.0,14.0,20,random selection,COMPLETE
3536,3536,2.771530475300366,2023-12-07 10:46:25.729114,2023-12-07 10:46:26.293478,0 days 00:00:00.564364,0.6,0.33,12.0,10,roulette wheel,COMPLETE
3537,3537,3.686885647991931,2023-12-07 10:46:26.293754,2023-12-07 10:46:27.042175,0 days 00:00:00.748421,0.5,0.0,14.0,100,roulette wheel,COMPLETE
3538,3538,3.693153562374928,2023-12-07 10:46:27.042458,2023-12-07 10:46:27.698659,0 days 00:00:00.656201,0.8,0.0,16.0,50,roulette wheel,COMPLETE
3540,3540,2.7444577231025837,2023-12-07 10:46:28.184104,2023-12-07 10:46:28.613616,0 days 00:00:00.429512,0.95,0.1,12.0,76,roulette wheel,COMPLETE
3541,3541,2.889628367349384,2023-12-07 10:46:28.613877,2023-12-07 10:46:29.011902,0 days 00:00:00.398025,0.5,0.0,12.0,100,random selection,COMPLETE
3542,3542,3.659741872065876,2023-12-07 10:46:29.012165,2023-12-07 10:46:29.587951,0 days 00:00:00.575786,0.95,0.0,12.0,20,roulette wheel,COMPLETE
3543,3543,3.029240888147553,2023-12-07 10:46:29.588214,2023-12-07 10:46:30.051307,0 days 00:00:00.463093,0.6,0.01,12.0,36,roulette wheel,COMPLETE
3545,3545,2.7658485383280884,2023-12-07 10:46:30.568438,2023-12-07 10:46:31.008426,0 days 00:00:00.439988,0.8,0.1,14.0,100,roulette wheel,COMPLETE
3547,3547,2.6822181182179015,2023-12-07 10:46:31.656407,2023-12-07 10:46:32.309697,0 days 00:00:00.653290,0.8,0.5,14.0,20,roulette wheel,COMPLETE
3548,3548,2.70840927829071,2023-12-07 10:46:32.309956,2023-12-07 10:46:32.743299,0 days 00:00:00.433343,0.95,0.1,12.0,36,random selection,COMPLETE
3549,3549,3.226471404893707,2023-12-07 10:46:32.743559,2023-12-07 10:46:33.357096,0 days 00:00:00.613537,0.95,0.0,14.0,10,roulette wheel,COMPLETE
3551,3551,3.98534695204227,2023-12-07 10:46:33.940080,2023-12-07 10:46:34.682472,0 days 00:00:00.742392,0.6,0.0,16.0,36,roulette wheel,COMPLETE
3552,3552,2.734918543471782,2023-12-07 10:46:34.682732,2023-12-07 10:46:35.334895,0 days 00:00:00.652163,0.6,0.5,16.0,36,roulette wheel,COMPLETE
3553,3553,2.69033233266024,2023-12-07 10:46:35.335203,2023-12-07 10:46:35.964713,0 days 00:00:00.629510,0.95,0.5,14.0,50,random selection,COMPLETE
3554,3554,2.6560321169288947,2023-12-07 10:46:35.965002,2023-12-07 10:46:36.430695,0 days 00:00:00.465693,0.8,0.01,16.0,76,random selection,COMPLETE
3555,3555,3.585710416813076,2023-12-07 10:46:36.430979,2023-12-07 10:46:37.128198,0 days 00:00:00.697219,0.5,0.0,16.0,100,roulette wheel,COMPLETE
3556,3556,2.780315537812947,2023-12-07 10:46:37.128470,2023-12-07 10:46:37.686068,0 days 00:00:00.557598,0.8,0.33,16.0,20,roulette wheel,COMPLETE
3558,3558,2.8851884435647444,2023-12-07 10:46:38.482929,2023-12-07 10:46:38.920981,0 days 00:00:00.438052,0.5,0.1,16.0,76,roulette wheel,COMPLETE
3559,3559,3.5494154633735926,2023-12-07 10:46:38.921258,2023-12-07 10:46:39.614317,0 days 00:00:00.693059,0.8,0.0,16.0,20,roulette wheel,COMPLETE
3560,3560,2.705157463296585,2023-12-07 10:46:39.614595,2023-12-07 10:46:40.037712,0 days 00:00:00.423117,0.8,0.1,14.0,10,random selection,COMPLETE
3561,3561,2.7279061544965097,2023-12-07 10:46:40.037976,2023-12-07 10:46:40.688008,0 days 00:00:00.650032,0.6,0.5,16.0,76,random selection,COMPLETE
3563,3563,2.7940144807138516,2023-12-07 10:46:41.150001,2023-12-07 10:46:41.806365,0 days 00:00:00.656364,0.5,0.5,12.0,100,random selection,COMPLETE
3564,3564,2.8753489884315693,2023-12-07 10:46:41.806646,2023-12-07 10:46:42.244732,0 days 00:00:00.438086,0.5,0.1,14.0,10,roulette wheel,COMPLETE
3565,3565,2.637234060283713,2023-12-07 10:46:42.245005,2023-12-07 10:46:42.870405,0 days 00:00:00.625400,0.8,0.5,14.0,36,roulette wheel,COMPLETE
3566,3566,2.8473110597465703,2023-12-07 10:46:42.870680,2023-12-07 10:46:43.527120,0 days 00:00:00.656440,0.6,0.5,16.0,36,roulette wheel,COMPLETE
3568,3568,3.782071389032319,2023-12-07 10:46:44.246942,2023-12-07 10:46:44.894707,0 days 00:00:00.647765,0.95,0.0,16.0,20,roulette wheel,COMPLETE
3569,3569,2.685638297170972,2023-12-07 10:46:44.894976,2023-12-07 10:46:45.442123,0 days 00:00:00.547147,0.8,0.33,14.0,10,roulette wheel,COMPLETE
3570,3570,2.814619648005081,2023-12-07 10:46:45.442395,2023-12-07 10:46:45.920823,0 days 00:00:00.478428,0.6,0.01,16.0,20,random selection,COMPLETE
3571,3571,2.7701254556919968,2023-12-07 10:46:45.921094,2023-12-07 10:46:46.334347,0 days 00:00:00.413253,0.8,0.1,12.0,36,roulette wheel,COMPLETE
3572,3572,2.8428775172885876,2023-12-07 10:46:46.334645,2023-12-07 10:46:46.954796,0 days 00:00:00.620151,0.8,0.5,12.0,76,roulette wheel,COMPLETE
3573,3573,3.0400213630176793,2023-12-07 10:46:46.955057,2023-12-07 10:46:47.391273,0 days 00:00:00.436216,0.6,0.1,16.0,10,random selection,COMPLETE
3574,3574,2.8633047100761764,2023-12-07 10:46:47.391568,2023-12-07 10:46:47.885016,0 days 00:00:00.493448,0.5,0.01,14.0,100,roulette wheel,COMPLETE
3575,3575,2.6450833974666885,2023-12-07 10:46:47.885324,2023-12-07 10:46:48.521067,0 days 00:00:00.635743,0.8,0.5,16.0,20,random selection,COMPLETE
3576,3576,2.746143673141929,2023-12-07 10:46:48.521369,2023-12-07 10:46:48.936243,0 days 00:00:00.414874,0.6,0.1,12.0,20,roulette wheel,COMPLETE
3577,3577,2.7813184694483972,2023-12-07 10:46:48.936532,2023-12-07 10:46:49.568579,0 days 00:00:00.632047,0.8,0.5,16.0,36,random selection,COMPLETE
3578,3578,2.5347594304789127,2023-12-07 10:46:49.568897,2023-12-07 10:46:50.047576,0 days 00:00:00.478679,0.6,0.01,12.0,10,random selection,COMPLETE
3579,3579,2.91341283359728,2023-12-07 10:46:50.047858,2023-12-07 10:46:50.458616,0 days 00:00:00.410758,0.95,0.01,12.0,50,random selection,COMPLETE
3580,3580,2.854388501252675,2023-12-07 10:46:50.458920,2023-12-07 10:46:51.029160,0 days 00:00:00.570240,0.95,0.33,16.0,100,roulette wheel,COMPLETE
3581,3581,2.670876205273509,2023-12-07 10:46:51.029508,2023-12-07 10:46:51.457231,0 days 00:00:00.427723,0.6,0.1,14.0,20,random selection,COMPLETE
3584,3584,3.055003280329059,2023-12-07 10:46:52.682212,2023-12-07 10:46:53.129233,0 days 00:00:00.447021,0.95,0.1,16.0,76,roulette wheel,COMPLETE
3585,3585,2.628486888111281,2023-12-07 10:46:53.129493,2023-12-07 10:46:53.784948,0 days 00:00:00.655455,0.5,0.5,12.0,50,roulette wheel,COMPLETE
3586,3586,2.7681756507616626,2023-12-07 10:46:53.785228,2023-12-07 10:46:54.217254,0 days 00:00:00.432026,0.8,0.1,16.0,36,roulette wheel,COMPLETE
3587,3587,3.44958811906667,2023-12-07 10:46:54.217532,2023-12-07 10:46:54.653509,0 days 00:00:00.435977,0.8,0.01,12.0,20,roulette wheel,COMPLETE
3588,3588,2.806146775250605,2023-12-07 10:46:54.653798,2023-12-07 10:46:55.289027,0 days 00:00:00.635229,0.6,0.5,12.0,20,roulette wheel,COMPLETE
3589,3589,2.6751713575569536,2023-12-07 10:46:55.289326,2023-12-07 10:46:55.721322,0 days 00:00:00.431996,0.95,0.01,14.0,100,roulette wheel,COMPLETE
3592,3592,3.0094419448072065,2023-12-07 10:46:57.015207,2023-12-07 10:46:57.533526,0 days 00:00:00.518319,0.6,0.01,16.0,10,random selection,COMPLETE
3594,3594,2.6784661854946203,2023-12-07 10:46:58.209676,2023-12-07 10:46:58.783380,0 days 00:00:00.573704,0.5,0.33,14.0,20,roulette wheel,COMPLETE
3599,3599,2.7328190037333977,2023-12-07 10:47:01.360816,2023-12-07 10:47:01.944341,0 days 00:00:00.583525,0.5,0.33,16.0,20,random selection,COMPLETE
3600,3600,2.794144863964955,2023-12-07 10:47:01.944636,2023-12-07 10:47:02.385622,0 days 00:00:00.440986,0.95,0.01,14.0,100,roulette wheel,COMPLETE
3601,3601,3.271923444213968,2023-12-07 10:47:02.385932,2023-12-07 10:47:02.826044,0 days 00:00:00.440112,0.95,0.0,16.0,76,roulette wheel,COMPLETE
3602,3602,2.626048030862035,2023-12-07 10:47:02.826329,2023-12-07 10:47:03.263142,0 days 00:00:00.436813,0.6,0.1,16.0,36,roulette wheel,COMPLETE
3603,3603,2.7751304102750884,2023-12-07 10:47:03.263423,2023-12-07 10:47:03.803530,0 days 00:00:00.540107,0.95,0.33,12.0,20,random selection,COMPLETE
3605,3605,3.0483162702504676,2023-12-07 10:47:04.272327,2023-12-07 10:47:04.911369,0 days 00:00:00.639042,0.6,0.5,12.0,76,random selection,COMPLETE
3606,3606,2.7327523622199257,2023-12-07 10:47:04.911670,2023-12-07 10:47:05.336372,0 days 00:00:00.424702,0.8,0.1,14.0,36,roulette wheel,COMPLETE
3607,3607,2.573111628299549,2023-12-07 10:47:05.336647,2023-12-07 10:47:05.772600,0 days 00:00:00.435953,0.5,0.1,14.0,100,roulette wheel,COMPLETE
3608,3608,2.984713637064531,2023-12-07 10:47:05.772874,2023-12-07 10:47:06.416063,0 days 00:00:00.643189,0.6,0.5,14.0,20,random selection,COMPLETE
3609,3609,2.9127301932566065,2023-12-07 10:47:06.416395,2023-12-07 10:47:06.893964,0 days 00:00:00.477569,0.6,0.01,14.0,50,roulette wheel,COMPLETE
3610,3610,2.931844437731179,2023-12-07 10:47:06.894248,2023-12-07 10:47:07.474087,0 days 00:00:00.579839,0.5,0.33,16.0,76,random selection,COMPLETE
3612,3612,2.8803085627443266,2023-12-07 10:47:08.048009,2023-12-07 10:47:08.553368,0 days 00:00:00.505359,0.5,0.01,16.0,50,roulette wheel,COMPLETE
3614,3614,2.705009980242576,2023-12-07 10:47:09.020082,2023-12-07 10:47:09.604800,0 days 00:00:00.584718,0.8,0.0,12.0,10,random selection,COMPLETE
