,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
615,615,2.8903196098554824,2023-12-05 22:22:29.861221,2023-12-05 22:22:51.957768,0 days 00:00:22.096547,0.0,0.5,,50,roulette wheel,COMPLETE
617,617,2.775448771146389,2023-12-05 22:22:52.339641,2023-12-05 22:22:56.213535,0 days 00:00:03.873894,0.0,0.33,,10,roulette wheel,COMPLETE
618,618,2.7552758159047523,2023-12-05 22:22:56.213767,2023-12-05 22:22:56.666213,0 days 00:00:00.452446,0.95,0.33,1.0,20,random selection,COMPLETE
619,619,2.872745696237719,2023-12-05 22:22:56.666452,2023-12-05 22:22:56.998627,0 days 00:00:00.332175,0.95,0.1,1.0,100,random selection,COMPLETE
620,620,2.644258141694237,2023-12-05 22:22:56.998890,2023-12-05 22:22:57.554528,0 days 00:00:00.555638,0.8,0.5,2.0,50,roulette wheel,COMPLETE
621,621,2.646183133515746,2023-12-05 22:22:57.554777,2023-12-05 22:23:20.462896,0 days 00:00:22.908119,0.95,0.01,0.0,100,random selection,COMPLETE
622,622,2.6384162684306487,2023-12-05 22:23:20.463292,2023-12-05 22:23:20.845918,0 days 00:00:00.382626,0.5,0.1,4.0,100,roulette wheel,COMPLETE
624,624,2.7063396714435206,2023-12-05 22:23:21.475110,2023-12-05 22:23:37.571357,0 days 00:00:16.096247,0.95,0.0,0.0,20,random selection,COMPLETE
626,626,3.2508953244757963,2023-12-05 22:24:11.557524,2023-12-05 22:24:11.980137,0 days 00:00:00.422613,0.95,0.01,2.0,10,roulette wheel,COMPLETE
627,627,3.4068713006963933,2023-12-05 22:24:11.980383,2023-12-05 22:24:12.487382,0 days 00:00:00.506999,0.95,0.0,2.0,10,roulette wheel,COMPLETE
628,628,2.775454146924711,2023-12-05 22:24:12.487622,2023-12-05 22:24:13.039694,0 days 00:00:00.552072,0.8,0.5,2.0,50,roulette wheel,COMPLETE
629,629,3.240016898700825,2023-12-05 22:24:13.039932,2023-12-05 22:24:13.458536,0 days 00:00:00.418604,0.6,0.01,2.0,20,roulette wheel,COMPLETE
630,630,2.6286753501835296,2023-12-05 22:24:13.458793,2023-12-05 22:25:06.574691,0 days 00:00:53.115898,0.0,0.0,,100,random selection,COMPLETE
631,631,3.478699009563485,2023-12-05 22:25:06.574935,2023-12-05 22:25:07.047075,0 days 00:00:00.472140,0.95,0.0,4.0,10,roulette wheel,COMPLETE
632,632,2.6868207976532945,2023-12-05 22:25:07.047321,2023-12-05 22:25:07.597833,0 days 00:00:00.550512,0.8,0.5,1.0,20,roulette wheel,COMPLETE
633,633,3.7979398777184215,2023-12-05 22:25:07.598077,2023-12-05 22:25:08.063875,0 days 00:00:00.465798,0.8,0.0,2.0,50,roulette wheel,COMPLETE
635,635,2.7096027502433135,2023-12-05 22:25:08.426319,2023-12-05 22:25:08.861686,0 days 00:00:00.435367,0.6,0.01,4.0,10,random selection,COMPLETE
636,636,2.710727328928402,2023-12-05 22:25:08.861996,2023-12-05 22:25:20.521673,0 days 00:00:11.659677,0.0,0.0,,20,roulette wheel,COMPLETE
637,637,2.8343566721200277,2023-12-05 22:25:20.521906,2023-12-05 22:26:16.054213,0 days 00:00:55.532307,0.0,0.0,,100,roulette wheel,COMPLETE
639,639,3.7482956328192,2023-12-05 22:26:16.454598,2023-12-05 22:26:16.860744,0 days 00:00:00.406146,0.6,0.0,4.0,100,roulette wheel,COMPLETE
640,640,2.887230334782104,2023-12-05 22:26:16.861006,2023-12-05 22:26:45.098377,0 days 00:00:28.237371,0.0,0.0,,50,roulette wheel,COMPLETE
641,641,2.7061066061399774,2023-12-05 22:26:45.098622,2023-12-05 22:27:06.970211,0 days 00:00:21.871589,0.0,0.5,,50,roulette wheel,COMPLETE
644,644,2.7745403038763214,2023-12-05 22:27:08.017331,2023-12-05 22:27:08.540691,0 days 00:00:00.523360,0.5,0.33,4.0,50,roulette wheel,COMPLETE
645,645,2.860802943572585,2023-12-05 22:27:08.540960,2023-12-05 22:27:08.918864,0 days 00:00:00.377904,0.5,0.1,2.0,100,roulette wheel,COMPLETE
646,646,2.8115826571770266,2023-12-05 22:27:08.919124,2023-12-05 22:27:09.260070,0 days 00:00:00.340946,0.8,0.1,1.0,50,roulette wheel,COMPLETE
647,647,2.6248511437963855,2023-12-05 22:27:09.260310,2023-12-05 22:27:17.206754,0 days 00:00:07.946444,0.8,0.0,0.0,10,random selection,COMPLETE
650,650,2.7503763789729474,2023-12-05 22:27:32.157468,2023-12-05 22:27:32.528979,0 days 00:00:00.371511,0.6,0.1,4.0,100,random selection,COMPLETE
651,651,2.7627566778499464,2023-12-05 22:27:32.529227,2023-12-05 22:28:17.406986,0 days 00:00:44.877759,0.6,0.5,0.0,100,roulette wheel,COMPLETE
652,652,2.8858748892269737,2023-12-05 22:28:17.407236,2023-12-05 22:28:17.796234,0 days 00:00:00.388998,0.5,0.1,4.0,20,roulette wheel,COMPLETE
655,655,3.058134863109493,2023-12-05 22:28:19.055317,2023-12-05 22:28:19.483571,0 days 00:00:00.428254,0.6,0.01,1.0,20,roulette wheel,COMPLETE
657,657,2.8966830141413853,2023-12-05 22:28:35.597024,2023-12-05 22:28:36.099294,0 days 00:00:00.502270,0.6,0.33,4.0,50,roulette wheel,COMPLETE
658,658,3.1719474831614516,2023-12-05 22:28:36.099539,2023-12-05 22:28:36.492341,0 days 00:00:00.392802,0.6,0.01,2.0,50,roulette wheel,COMPLETE
659,659,2.701936087064863,2023-12-05 22:28:36.492584,2023-12-05 22:28:36.832960,0 days 00:00:00.340376,0.8,0.1,2.0,100,random selection,COMPLETE
660,660,2.675711826566327,2023-12-05 22:28:36.833209,2023-12-05 22:28:37.311972,0 days 00:00:00.478763,0.95,0.33,4.0,10,roulette wheel,COMPLETE
661,661,2.8287766523374316,2023-12-05 22:28:37.312202,2023-12-05 22:28:57.007604,0 days 00:00:19.695402,0.0,0.01,,100,roulette wheel,COMPLETE
662,662,2.798264536055547,2023-12-05 22:28:57.007993,2023-12-05 22:29:07.291777,0 days 00:00:10.283784,0.8,0.5,0.0,20,roulette wheel,COMPLETE
664,664,2.8487410055668865,2023-12-05 22:29:07.808351,2023-12-05 22:29:46.834232,0 days 00:00:39.025881,0.95,0.33,0.0,100,roulette wheel,COMPLETE
665,665,2.698469300320602,2023-12-05 22:29:46.834482,2023-12-05 22:29:47.335777,0 days 00:00:00.501295,0.6,0.33,4.0,100,roulette wheel,COMPLETE
666,666,3.0346958918387488,2023-12-05 22:29:47.336065,2023-12-05 22:29:47.725834,0 days 00:00:00.389769,0.6,0.01,4.0,50,roulette wheel,COMPLETE
667,667,3.15907144686012,2023-12-05 22:29:47.726087,2023-12-05 22:29:48.198947,0 days 00:00:00.472860,0.6,0.01,1.0,10,roulette wheel,COMPLETE
668,668,2.689054753312039,2023-12-05 22:29:48.199188,2023-12-05 22:29:54.676509,0 days 00:00:06.477321,0.95,0.1,0.0,20,roulette wheel,COMPLETE
669,669,2.626789969785026,2023-12-05 22:29:54.676752,2023-12-05 22:29:55.171613,0 days 00:00:00.494861,0.6,0.33,2.0,50,roulette wheel,COMPLETE
670,670,2.72376109026938,2023-12-05 22:29:55.171852,2023-12-05 22:30:58.470827,0 days 00:01:03.298975,0.6,0.0,0.0,100,roulette wheel,COMPLETE
671,671,2.784362673851199,2023-12-05 22:30:58.471071,2023-12-05 22:30:58.684073,0 days 00:00:00.213002,0.95,0.0,4.0,100,roulette wheel,COMPLETE
672,672,2.8273926604144006,2023-12-05 22:30:58.684303,2023-12-05 22:31:25.881301,0 days 00:00:27.196998,0.8,0.1,0.0,100,roulette wheel,COMPLETE
673,673,2.932290808200965,2023-12-05 22:31:25.881652,2023-12-05 22:31:26.429057,0 days 00:00:00.547405,0.95,0.5,1.0,10,roulette wheel,COMPLETE
675,675,2.7957837190317725,2023-12-05 22:31:26.901447,2023-12-05 22:31:46.375590,0 days 00:00:19.474143,0.6,0.33,0.0,50,random selection,COMPLETE
676,676,3.312653688988882,2023-12-05 22:31:46.375930,2023-12-05 22:31:46.961993,0 days 00:00:00.586063,0.6,0.0,4.0,10,roulette wheel,COMPLETE
677,677,3.089934792794197,2023-12-05 22:31:46.962229,2023-12-05 22:31:47.296937,0 days 00:00:00.334708,0.8,0.01,2.0,100,roulette wheel,COMPLETE
679,679,3.7501521188852336,2023-12-05 22:31:47.909141,2023-12-05 22:31:48.365624,0 days 00:00:00.456483,0.95,0.0,4.0,20,roulette wheel,COMPLETE
681,681,2.741545773834602,2023-12-05 22:31:49.051068,2023-12-05 22:31:49.524740,0 days 00:00:00.473672,0.8,0.33,1.0,10,roulette wheel,COMPLETE
683,683,2.7301867841473215,2023-12-05 22:31:49.916652,2023-12-05 22:31:54.224935,0 days 00:00:04.308283,0.0,0.01,,20,random selection,COMPLETE
684,684,2.7212074005459184,2023-12-05 22:31:54.225189,2023-12-05 22:31:59.345953,0 days 00:00:05.120764,0.6,0.5,0.0,10,random selection,COMPLETE
685,685,2.664384468905928,2023-12-05 22:31:59.346210,2023-12-05 22:31:59.697413,0 days 00:00:00.351203,0.8,0.1,1.0,100,roulette wheel,COMPLETE
686,686,2.8179438217486257,2023-12-05 22:31:59.697683,2023-12-05 22:32:00.275653,0 days 00:00:00.577970,0.8,0.5,4.0,20,roulette wheel,COMPLETE
687,687,2.7027271547728575,2023-12-05 22:32:00.275895,2023-12-05 22:32:00.633876,0 days 00:00:00.357981,0.6,0.1,1.0,10,roulette wheel,COMPLETE
690,690,2.770941847143066,2023-12-05 22:32:10.415274,2023-12-05 22:32:10.768138,0 days 00:00:00.352864,0.95,0.1,2.0,50,random selection,COMPLETE
692,692,2.6357550657064985,2023-12-05 22:32:11.173549,2023-12-05 22:32:11.557794,0 days 00:00:00.384245,0.6,0.01,4.0,50,random selection,COMPLETE
693,693,2.752244064719916,2023-12-05 22:32:11.558043,2023-12-05 22:32:16.815024,0 days 00:00:05.256981,0.0,0.1,,20,roulette wheel,COMPLETE
694,694,2.801303778100525,2023-12-05 22:32:16.815276,2023-12-05 22:33:20.723954,0 days 00:01:03.908678,0.5,0.0,0.0,100,roulette wheel,COMPLETE
696,696,2.752339962297642,2023-12-05 22:33:24.037868,2023-12-05 22:33:24.677173,0 days 00:00:00.639305,0.5,0.0,2.0,20,random selection,COMPLETE
697,697,3.294860463395449,2023-12-05 22:33:24.677426,2023-12-05 22:33:25.062764,0 days 00:00:00.385338,0.8,0.01,2.0,20,roulette wheel,COMPLETE
699,699,2.815366109047857,2023-12-05 22:33:27.870394,2023-12-05 22:33:43.354213,0 days 00:00:15.483819,0.95,0.1,0.0,50,roulette wheel,COMPLETE
701,701,2.643010637610757,2023-12-05 22:34:09.059657,2023-12-05 22:34:09.452639,0 days 00:00:00.392982,0.8,0.0,1.0,50,random selection,COMPLETE
702,702,2.6494616552317742,2023-12-05 22:34:09.452907,2023-12-05 22:34:09.915093,0 days 00:00:00.462186,0.8,0.33,1.0,20,random selection,COMPLETE
704,704,2.783708935046436,2023-12-05 22:34:10.381759,2023-12-05 22:34:11.010160,0 days 00:00:00.628401,0.5,0.5,4.0,50,roulette wheel,COMPLETE
705,705,2.683952347131627,2023-12-05 22:34:11.010414,2023-12-05 22:34:15.538320,0 days 00:00:04.527906,0.95,0.33,0.0,10,roulette wheel,COMPLETE
707,707,3.687897997782977,2023-12-05 22:34:15.937021,2023-12-05 22:34:16.380521,0 days 00:00:00.443500,0.95,0.0,1.0,50,roulette wheel,COMPLETE
708,708,2.7313310748889257,2023-12-05 22:34:16.380766,2023-12-05 22:34:16.737948,0 days 00:00:00.357182,0.8,0.1,4.0,20,roulette wheel,COMPLETE
709,709,2.894287488762688,2023-12-05 22:34:16.738193,2023-12-05 22:34:17.303786,0 days 00:00:00.565593,0.95,0.5,4.0,50,random selection,COMPLETE
710,710,2.756497162293807,2023-12-05 22:34:17.304050,2023-12-05 22:34:17.850862,0 days 00:00:00.546812,0.95,0.5,1.0,20,roulette wheel,COMPLETE
711,711,2.6651599910099293,2023-12-05 22:34:17.851112,2023-12-05 22:34:20.504257,0 days 00:00:02.653145,0.6,0.01,0.0,10,random selection,COMPLETE
712,712,4.0399483648825285,2023-12-05 22:34:20.504507,2023-12-05 22:34:21.150062,0 days 00:00:00.645555,0.5,0.0,1.0,100,roulette wheel,COMPLETE
713,713,2.6193915978719997,2023-12-05 22:34:21.150319,2023-12-05 22:34:31.603137,0 days 00:00:10.452818,0.0,0.01,,50,roulette wheel,COMPLETE
715,715,2.6378548970763935,2023-12-05 22:34:31.987125,2023-12-05 22:34:32.481901,0 days 00:00:00.494776,0.6,0.33,4.0,50,random selection,COMPLETE
716,716,3.470750980337576,2023-12-05 22:34:32.482165,2023-12-05 22:34:33.111076,0 days 00:00:00.628911,0.5,0.0,4.0,20,roulette wheel,COMPLETE
717,717,2.6966939820241422,2023-12-05 22:34:33.111327,2023-12-05 22:34:33.457243,0 days 00:00:00.345916,0.95,0.1,2.0,100,roulette wheel,COMPLETE
718,718,2.7515081635756555,2023-12-05 22:34:33.457509,2023-12-05 22:34:45.808727,0 days 00:00:12.351218,0.0,0.1,,50,roulette wheel,COMPLETE
719,719,2.737060279649655,2023-12-05 22:34:45.808984,2023-12-05 22:34:57.535123,0 days 00:00:11.726139,0.6,0.01,0.0,50,random selection,COMPLETE
720,720,2.7053124561639565,2023-12-05 22:34:57.535399,2023-12-05 22:35:23.749323,0 days 00:00:26.213924,0.6,0.1,0.0,100,roulette wheel,COMPLETE
721,721,2.8017297124632634,2023-12-05 22:35:23.749623,2023-12-05 22:35:24.294178,0 days 00:00:00.544555,0.95,0.5,1.0,100,roulette wheel,COMPLETE
722,722,2.6782767017442186,2023-12-05 22:35:24.294426,2023-12-05 22:35:24.662781,0 days 00:00:00.368355,0.6,0.1,4.0,100,roulette wheel,COMPLETE
723,723,2.772672610632486,2023-12-05 22:35:24.663034,2023-12-05 22:36:00.532653,0 days 00:00:35.869619,0.8,0.0,0.0,50,random selection,COMPLETE
724,724,2.645175764917196,2023-12-05 22:36:00.532953,2023-12-05 22:36:08.008960,0 days 00:00:07.476007,0.6,0.0,0.0,10,random selection,COMPLETE
726,726,2.5977699842548967,2023-12-05 22:36:08.425547,2023-12-05 22:36:08.903500,0 days 00:00:00.477953,0.95,0.33,4.0,20,roulette wheel,COMPLETE
727,727,2.6313583068373267,2023-12-05 22:36:08.903757,2023-12-05 22:36:11.117241,0 days 00:00:02.213484,0.0,0.01,,10,random selection,COMPLETE
729,729,2.7189250935851432,2023-12-05 22:36:11.664826,2023-12-05 22:36:44.754850,0 days 00:00:33.090024,0.0,0.33,,100,roulette wheel,COMPLETE
730,730,2.559802018228927,2023-12-05 22:36:44.755132,2023-12-05 22:36:45.280288,0 days 00:00:00.525156,0.8,0.0,1.0,20,random selection,COMPLETE
731,731,2.7498455791873684,2023-12-05 22:36:45.280552,2023-12-05 22:36:45.798365,0 days 00:00:00.517813,0.5,0.33,2.0,10,random selection,COMPLETE
733,733,3.770894869573902,2023-12-05 22:36:46.361223,2023-12-05 22:36:46.988110,0 days 00:00:00.626887,0.6,0.0,1.0,50,roulette wheel,COMPLETE
734,734,2.6529878073960793,2023-12-05 22:36:46.988358,2023-12-05 22:36:47.341762,0 days 00:00:00.353404,0.6,0.1,1.0,50,roulette wheel,COMPLETE
735,735,2.730780675708828,2023-12-05 22:36:47.342021,2023-12-05 22:36:52.707561,0 days 00:00:05.365540,0.95,0.5,0.0,10,roulette wheel,COMPLETE
736,736,3.185140146890194,2023-12-05 22:36:52.707816,2023-12-05 22:36:53.205998,0 days 00:00:00.498182,0.5,0.01,4.0,10,roulette wheel,COMPLETE
737,737,2.643598713398372,2023-12-05 22:36:53.206244,2023-12-05 22:36:53.668705,0 days 00:00:00.462461,0.95,0.33,2.0,50,roulette wheel,COMPLETE
739,739,2.7627566778499464,2023-12-05 22:37:07.513594,2023-12-05 22:37:08.040042,0 days 00:00:00.526448,0.5,0.33,4.0,50,roulette wheel,COMPLETE
740,740,2.719756708302559,2023-12-05 22:37:08.040301,2023-12-05 22:37:08.539541,0 days 00:00:00.499240,0.5,0.33,1.0,100,random selection,COMPLETE
741,741,2.903699917984469,2023-12-05 22:37:08.539795,2023-12-05 22:37:08.897685,0 days 00:00:00.357890,0.6,0.1,1.0,100,roulette wheel,COMPLETE
742,742,3.818553783774176,2023-12-05 22:37:08.897935,2023-12-05 22:37:09.357259,0 days 00:00:00.459324,0.95,0.0,4.0,20,roulette wheel,COMPLETE
743,743,2.68224682283021,2023-12-05 22:37:09.357520,2023-12-05 22:37:09.870325,0 days 00:00:00.512805,0.5,0.33,1.0,100,roulette wheel,COMPLETE
744,744,2.709220586359665,2023-12-05 22:37:09.870605,2023-12-05 22:37:43.257827,0 days 00:00:33.387222,0.5,0.0,0.0,50,roulette wheel,COMPLETE
746,746,3.057646201377631,2023-12-05 22:37:44.018098,2023-12-05 22:37:44.594925,0 days 00:00:00.576827,0.6,0.5,1.0,100,random selection,COMPLETE
749,749,2.780688768334335,2023-12-05 22:37:54.039949,2023-12-05 22:38:08.063228,0 days 00:00:14.023279,0.5,0.0,0.0,20,random selection,COMPLETE
752,752,2.700781313384274,2023-12-05 22:38:44.758917,2023-12-05 22:38:45.310998,0 days 00:00:00.552081,0.95,0.5,2.0,20,roulette wheel,COMPLETE
754,754,2.775633312107282,2023-12-05 22:38:45.687179,2023-12-05 22:38:46.037078,0 days 00:00:00.349899,0.8,0.1,2.0,20,roulette wheel,COMPLETE
756,756,3.615747383452766,2023-12-05 22:38:46.686661,2023-12-05 22:38:47.085691,0 days 00:00:00.399030,0.95,0.0,4.0,50,roulette wheel,COMPLETE
758,758,2.7251716222805142,2023-12-05 22:38:47.832696,2023-12-05 22:39:07.322619,0 days 00:00:19.489923,0.5,0.33,0.0,50,roulette wheel,COMPLETE
759,759,2.9515120895967666,2023-12-05 22:39:07.322882,2023-12-05 22:39:07.526333,0 days 00:00:00.203451,0.95,0.0,4.0,100,roulette wheel,COMPLETE
760,760,2.735607551199034,2023-12-05 22:39:07.526587,2023-12-05 22:39:35.883515,0 days 00:00:28.356928,0.0,0.0,,50,roulette wheel,COMPLETE
761,761,2.7162704247389686,2023-12-05 22:39:35.883781,2023-12-05 22:39:36.399973,0 days 00:00:00.516192,0.5,0.33,2.0,50,roulette wheel,COMPLETE
763,763,3.046161085112446,2023-12-05 22:39:39.510763,2023-12-05 22:39:39.904503,0 days 00:00:00.393740,0.6,0.01,1.0,50,roulette wheel,COMPLETE
764,764,2.8435713615764784,2023-12-05 22:39:39.904748,2023-12-05 22:39:40.459186,0 days 00:00:00.554438,0.8,0.5,1.0,20,roulette wheel,COMPLETE
765,765,2.7825020507887492,2023-12-05 22:39:40.459445,2023-12-05 22:39:44.334463,0 days 00:00:03.875018,0.0,0.33,,10,roulette wheel,COMPLETE
766,766,2.73666092512629,2023-12-05 22:39:44.334711,2023-12-05 22:39:56.953580,0 days 00:00:12.618869,0.95,0.01,0.0,50,random selection,COMPLETE
767,767,2.708133457078607,2023-12-05 22:39:56.953848,2023-12-05 22:39:57.548184,0 days 00:00:00.594336,0.6,0.5,1.0,100,roulette wheel,COMPLETE
769,769,2.7873066716728303,2023-12-05 22:39:58.090138,2023-12-05 22:39:58.429589,0 days 00:00:00.339451,0.95,0.1,1.0,100,roulette wheel,COMPLETE
770,770,2.637953798404877,2023-12-05 22:39:58.429864,2023-12-05 22:40:55.574927,0 days 00:00:57.145063,0.5,0.0,0.0,100,random selection,COMPLETE
771,771,2.7780972260229486,2023-12-05 22:40:55.575200,2023-12-05 22:41:13.493432,0 days 00:00:17.918232,0.0,0.33,,50,roulette wheel,COMPLETE
772,772,2.809299827017057,2023-12-05 22:41:13.493686,2023-12-05 22:41:13.875349,0 days 00:00:00.381663,0.5,0.1,2.0,10,roulette wheel,COMPLETE
773,773,2.7851058392882395,2023-12-05 22:41:13.875609,2023-12-05 22:41:14.498785,0 days 00:00:00.623176,0.5,0.5,4.0,50,roulette wheel,COMPLETE
774,774,2.635428843725928,2023-12-05 22:41:14.499047,2023-12-05 22:41:49.036166,0 days 00:00:34.537119,0.6,0.33,0.0,100,random selection,COMPLETE
775,775,2.9157249069578524,2023-12-05 22:41:49.036521,2023-12-05 22:41:49.350147,0 days 00:00:00.313626,0.8,0.01,1.0,100,roulette wheel,COMPLETE
778,778,2.6835686903237828,2023-12-05 22:42:14.185151,2023-12-05 22:42:14.774119,0 days 00:00:00.588968,0.6,0.5,1.0,20,roulette wheel,COMPLETE
779,779,3.606063639828691,2023-12-05 22:42:14.774375,2023-12-05 22:42:15.262775,0 days 00:00:00.488400,0.8,0.0,4.0,20,roulette wheel,COMPLETE
780,780,2.67750132951061,2023-12-05 22:42:15.263039,2023-12-05 22:42:56.355104,0 days 00:00:41.092065,0.0,0.5,,100,roulette wheel,COMPLETE
781,781,2.8095396470893705,2023-12-05 22:42:56.355356,2023-12-05 22:43:41.866011,0 days 00:00:45.510655,0.8,0.5,0.0,100,roulette wheel,COMPLETE
783,783,2.7659339543675188,2023-12-05 22:43:42.467037,2023-12-05 22:43:45.036792,0 days 00:00:02.569755,0.5,0.01,0.0,10,roulette wheel,COMPLETE
784,784,2.7239904949916083,2023-12-05 22:43:45.037055,2023-12-05 22:44:21.627823,0 days 00:00:36.590768,0.95,0.0,0.0,50,random selection,COMPLETE
785,785,2.6651599910099293,2023-12-05 22:44:21.628086,2023-12-05 22:44:41.107572,0 days 00:00:19.479486,0.0,0.01,,100,roulette wheel,COMPLETE
787,787,2.846867495991964,2023-12-05 22:44:41.599151,2023-12-05 22:44:55.080683,0 days 00:00:13.481532,0.5,0.1,0.0,50,random selection,COMPLETE
788,788,2.8001419334421818,2023-12-05 22:44:55.080944,2023-12-05 22:44:55.457870,0 days 00:00:00.376926,0.5,0.1,1.0,10,roulette wheel,COMPLETE
790,790,2.7625720596474297,2023-12-05 22:44:55.822997,2023-12-05 22:45:00.309696,0 days 00:00:04.486699,0.95,0.33,0.0,10,roulette wheel,COMPLETE
791,791,2.625310469336604,2023-12-05 22:45:00.309951,2023-12-05 22:45:00.682071,0 days 00:00:00.372120,0.8,0.01,1.0,20,random selection,COMPLETE
792,792,2.7281691129442187,2023-12-05 22:45:00.682337,2023-12-05 22:45:01.023078,0 days 00:00:00.340741,0.8,0.1,1.0,20,roulette wheel,COMPLETE
793,793,2.7343571721175275,2023-12-05 22:45:01.023334,2023-12-05 22:45:01.497832,0 days 00:00:00.474498,0.8,0.33,2.0,10,roulette wheel,COMPLETE
794,794,3.9399450478444464,2023-12-05 22:45:01.498090,2023-12-05 22:45:01.964838,0 days 00:00:00.466748,0.8,0.0,4.0,50,roulette wheel,COMPLETE
795,795,2.6917285628041907,2023-12-05 22:45:01.965109,2023-12-05 22:45:06.428622,0 days 00:00:04.463513,0.8,0.33,0.0,10,roulette wheel,COMPLETE
798,798,2.979016711486249,2023-12-05 22:45:12.851300,2023-12-05 22:45:13.184015,0 days 00:00:00.332715,0.95,0.01,2.0,50,roulette wheel,COMPLETE
799,799,2.945894691706645,2023-12-05 22:45:13.184277,2023-12-05 22:45:13.549239,0 days 00:00:00.364962,0.6,0.01,1.0,100,random selection,COMPLETE
801,801,2.78964952259724,2023-12-05 22:45:14.499544,2023-12-05 22:46:26.375008,0 days 00:01:11.875464,0.95,0.0,0.0,100,roulette wheel,COMPLETE
802,802,3.306656831640443,2023-12-05 22:46:26.375278,2023-12-05 22:46:26.791141,0 days 00:00:00.415863,0.95,0.01,4.0,10,roulette wheel,COMPLETE
803,803,2.685638297170972,2023-12-05 22:46:26.791423,2023-12-05 22:46:39.563876,0 days 00:00:12.772453,0.0,0.1,,50,roulette wheel,COMPLETE
804,804,2.8318622890097545,2023-12-05 22:46:39.564129,2023-12-05 22:46:57.813312,0 days 00:00:18.249183,0.0,0.33,,50,roulette wheel,COMPLETE
805,805,2.710520918925888,2023-12-05 22:46:57.813571,2023-12-05 22:47:07.727001,0 days 00:00:09.913430,0.5,0.5,0.0,20,random selection,COMPLETE
806,806,3.29093556946968,2023-12-05 22:47:07.727268,2023-12-05 22:47:08.388655,0 days 00:00:00.661387,0.5,0.0,4.0,10,roulette wheel,COMPLETE
808,808,4.2594984480981735,2023-12-05 22:47:09.101818,2023-12-05 22:47:09.694476,0 days 00:00:00.592658,0.5,0.0,4.0,50,roulette wheel,COMPLETE
809,809,2.730189273585258,2023-12-05 22:47:09.694765,2023-12-05 22:47:14.973434,0 days 00:00:05.278669,0.8,0.5,0.0,10,roulette wheel,COMPLETE
810,810,3.6693275975265065,2023-12-05 22:47:14.973696,2023-12-05 22:47:15.453113,0 days 00:00:00.479417,0.95,0.0,2.0,20,roulette wheel,COMPLETE
811,811,2.7460010661517633,2023-12-05 22:47:15.453367,2023-12-05 22:47:15.996630,0 days 00:00:00.543263,0.95,0.5,1.0,100,random selection,COMPLETE
812,812,2.8097351424617347,2023-12-05 22:47:15.996891,2023-12-05 22:47:44.247779,0 days 00:00:28.250888,0.0,0.0,,50,roulette wheel,COMPLETE
813,813,2.7585687990929193,2023-12-05 22:47:44.248046,2023-12-05 22:47:52.566243,0 days 00:00:08.318197,0.6,0.33,0.0,20,roulette wheel,COMPLETE
815,815,2.5976449511913335,2023-12-05 22:47:53.283623,2023-12-05 22:48:11.218897,0 days 00:00:17.935274,0.0,0.33,,50,roulette wheel,COMPLETE
816,816,2.773478065627683,2023-12-05 22:48:11.219162,2023-12-05 22:48:22.794011,0 days 00:00:11.574849,0.0,0.0,,20,roulette wheel,COMPLETE
818,818,2.7689146542616667,2023-12-05 22:48:34.702372,2023-12-05 22:48:58.040701,0 days 00:00:23.338329,0.5,0.5,0.0,50,roulette wheel,COMPLETE
819,819,2.7625875277926633,2023-12-05 22:48:58.040971,2023-12-05 22:48:58.394733,0 days 00:00:00.353762,0.8,0.1,2.0,10,roulette wheel,COMPLETE
820,820,2.7874549251692504,2023-12-05 22:48:58.394990,2023-12-05 22:48:58.859015,0 days 00:00:00.464025,0.8,0.33,2.0,100,roulette wheel,COMPLETE
821,821,2.6688250445318267,2023-12-05 22:48:58.859304,2023-12-05 22:48:59.420811,0 days 00:00:00.561507,0.95,0.5,4.0,50,random selection,COMPLETE
822,822,2.7254470403087243,2023-12-05 22:48:59.421089,2023-12-05 22:49:14.788228,0 days 00:00:15.367139,0.8,0.0,0.0,20,random selection,COMPLETE
824,824,2.782559984208521,2023-12-05 22:49:15.161501,2023-12-05 22:49:15.690844,0 days 00:00:00.529343,0.8,0.0,2.0,10,random selection,COMPLETE
825,825,2.9606730314342657,2023-12-05 22:49:15.691111,2023-12-05 22:49:16.054990,0 days 00:00:00.363879,0.6,0.1,1.0,10,roulette wheel,COMPLETE
826,826,2.8235478901582938,2023-12-05 22:49:16.055285,2023-12-05 22:49:16.516297,0 days 00:00:00.461012,0.95,0.33,1.0,100,roulette wheel,COMPLETE
827,827,2.7689711416243603,2023-12-05 22:49:16.516557,2023-12-05 22:49:19.216127,0 days 00:00:02.699570,0.0,0.1,,10,roulette wheel,COMPLETE
828,828,2.639540847115738,2023-12-05 22:49:19.216378,2023-12-05 22:49:34.659026,0 days 00:00:15.442648,0.8,0.0,0.0,20,roulette wheel,COMPLETE
829,829,3.4199774092111452,2023-12-05 22:49:34.659298,2023-12-05 22:49:35.134877,0 days 00:00:00.475579,0.95,0.0,4.0,10,roulette wheel,COMPLETE
830,830,2.7245489913478376,2023-12-05 22:49:35.135149,2023-12-05 22:49:40.368746,0 days 00:00:05.233597,0.8,0.5,0.0,10,roulette wheel,COMPLETE
832,832,2.722776676802135,2023-12-05 22:49:40.952011,2023-12-05 22:49:41.502585,0 days 00:00:00.550574,0.8,0.5,1.0,100,roulette wheel,COMPLETE
